show_id,event_id,event_venue_id,show_date,start_time,price,total_seats,available_seats,show_publicly
1000947,1002277,1001306,2023-09-05,15:55:00,636,361,350,f
1000948,1001604,1000029,2018-12-20,20:24:53,481,455,453,t
1000949,1002580,1001952,2023-08-06,04:34:15,420,430,424,t
1000950,1004480,1001619,2022-06-19,07:52:06,644,153,130,t
1000951,1003333,1002936,2020-06-07,02:26:33,55,452,443,f
1000952,1001837,1001090,2021-01-06,15:47:53,716,205,194,t
1000953,1000963,1002385,2021-08-01,18:29:00,278,249,,f
1000954,1002365,1003540,2018-08-22,18:40:10,270,413,400,f
1000955,1004003,1004151,2018-03-26,09:27:38,962,378,,t
1000956,1003704,1001398,2020-02-24,15:27:46,666,433,,t
1000957,1000936,1002945,2018-07-22,01:55:51,366,356,345,t
1000958,1003666,1001175,2021-07-09,15:43:54,154,135,115,f
1000959,1004857,1002037,2022-01-08,11:00:56,853,271,261,t
1000960,1001896,1004841,2021-07-17,09:25:22,489,483,476,f
1000961,1000240,1004516,2023-09-22,09:46:39,923,419,,f
1000962,1000325,1002000,2020-11-10,17:48:08,622,421,398,f
1000964,1004391,1004905,2018-08-17,21:31:18,643,246,,f
1000966,1002582,1001823,2021-09-12,22:34:29,907,18,10,f
1000969,1004515,1003510,2019-06-21,09:19:47,549,123,,t
1000971,1003215,1003825,2020-11-25,16:02:41,959,282,274,f
1000972,1002315,1001800,2023-02-25,07:23:32,677,95,86,t
1000974,1002087,1004914,2016-05-23,22:12:06,476,194,,t
1000975,1000635,1003567,2019-08-18,08:34:39,506,86,75,t
1000978,1002238,1004108,2023-04-21,23:21:10,190,316,,f
1000981,1004672,1000628,2019-10-25,12:25:27,932,332,329,t
1000982,1000342,1002859,2020-02-27,21:26:25,475,46,,t
1000983,1001944,1004103,2018-07-27,04:54:11,576,100,,f
1000984,1000073,1000002,2022-08-15,11:13:49,528,249,,f
1000985,1002489,1004450,2023-09-05,02:28:25,32,338,329,t
1000986,1000684,1003319,2017-10-09,23:06:38,439,128,,t
1000990,1004767,1004048,2023-07-18,18:08:17,98,495,,f
1000991,1000728,1001507,2018-12-16,21:20:01,977,80,78,t
1000997,1001185,1003898,2019-12-27,08:34:35,249,385,,t
1000998,1000092,1001795,2023-02-16,23:29:23,167,300,291,t
1000999,1004859,1003055,2020-04-04,01:20:58,711,473,469,f
1001002,1001692,1004110,2023-10-13,08:27:18,441,212,,f
1001003,1000797,1004202,2020-06-16,02:56:34,176,175,,f
1001004,1002489,1003327,2023-09-05,07:31:11,482,323,319,f
1001005,1003089,1001172,2019-06-13,17:12:13,420,216,198,f
1001006,1001419,1003907,2021-10-05,18:15:18,796,148,,t
1001007,1002540,1001478,2023-07-27,03:38:00,673,38,27,t
1001010,1001909,1002594,2021-07-01,22:42:05,583,342,334,f
1001012,1004777,1002669,2018-11-09,03:36:40,547,239,224,t
1001014,1002777,1000891,2018-09-07,10:04:48,762,255,,t
1001015,1003447,1004188,2023-04-04,18:05:26,721,479,,f
1001016,1000902,1002169,2023-05-07,12:12:16,925,41,,t
1001019,1003396,1003951,2020-02-02,09:07:59,169,105,94,f
1001020,1004338,1002347,2021-08-29,05:55:37,470,389,383,f
1001021,1002330,1000181,2020-03-12,21:41:43,595,241,240,t
1001023,1002281,1001979,2016-03-30,22:54:41,84,376,,f
1001028,1002117,1003779,2018-11-22,21:13:41,208,389,386,f
1001029,1004753,1003212,2022-01-29,10:27:39,907,184,,t
1001030,1001132,1001191,2020-01-14,23:09:01,309,148,136,f
1001031,1003089,1001311,2019-06-13,16:26:13,958,126,,t
1001033,1002107,1003202,2023-08-07,18:37:44,57,110,106,t
1001037,1003822,1002181,2020-07-09,13:29:24,455,219,214,t
1001039,1000616,1004662,2019-04-26,17:49:02,942,45,44,f
1001040,1004830,1003402,2020-01-17,12:44:26,977,245,238,f
1001044,1003508,1004254,2021-10-06,09:19:28,760,338,336,t
1001050,1001282,1002830,2022-12-16,12:45:17,809,476,,f
1001052,1001647,1000391,2018-11-17,19:15:57,732,178,177,f
1001053,1003156,1000918,2020-11-18,04:28:20,717,261,252,f
1001055,1004734,1002177,2023-02-01,07:16:49,426,433,429,t
1001056,1003464,1001107,2018-03-19,15:04:42,194,104,,t
1001059,1003304,1002023,2021-10-23,05:32:48,842,313,310,t
1001061,1004730,1002954,2019-09-23,02:47:24,33,304,300,f
1001063,1004526,1000784,2017-08-17,14:34:44,250,159,152,f
1001065,1002065,1003425,2018-08-15,01:39:55,313,353,344,t
1001066,1002745,1003698,2021-04-18,13:25:42,455,135,,t
1001067,1000420,1003414,2022-08-20,11:14:09,509,358,356,f
1001068,1001221,1002758,2016-07-22,19:36:38,699,459,,f
1001069,1000633,1002764,2023-08-18,22:40:57,591,380,,t
1001070,1004190,1004076,2023-03-12,10:23:45,54,263,255,t
1001071,1002238,1004447,2023-04-21,13:10:08,679,256,244,f
1001072,1003405,1002769,2017-11-21,10:45:16,710,154,,t
1001077,1004815,1001772,2020-10-06,03:18:56,28,473,,t
1001081,1004706,1003311,2021-06-10,04:54:40,465,314,308,t
1001083,1003996,1001936,2023-11-08,03:22:09,663,109,96,t
1001085,1002809,1003070,2021-03-30,17:00:05,383,248,236,f
1001087,1001741,1002483,2022-04-01,15:47:13,282,308,304,f
1001088,1004935,1003399,2017-10-26,16:14:22,259,322,,t
1001089,1003780,1004503,2023-04-11,04:04:48,224,401,,t
1001090,1004858,1003596,2017-12-03,22:48:22,554,364,,f
1001093,1001657,1001940,2020-07-08,13:28:38,118,432,419,f
1001094,1002670,1002610,2022-08-15,23:52:10,107,293,,f
1001095,1002073,1004782,2022-02-12,06:35:42,200,33,17,f
1001096,1004237,1002899,2021-08-22,07:13:08,799,24,13,f
1001098,1002293,1003826,2019-07-20,17:32:19,897,264,,f
1001099,1001078,1004664,2023-09-25,19:13:18,844,182,,t
1001101,1002864,1001262,2019-05-01,02:33:11,678,94,,t
1001105,1000038,1002483,2017-09-24,19:33:50,476,148,139,t
1001106,1002446,1002879,2021-09-21,01:29:28,967,274,268,t
1001107,1003014,1001652,2023-02-08,19:36:16,32,304,299,f
1001108,1000214,1001908,2017-06-27,03:04:38,606,233,217,f
1001109,1000435,1002704,2018-09-28,01:28:45,364,122,,t
1001110,1003006,1001182,2022-10-31,13:46:34,502,361,353,f
1001112,1002313,1002049,2022-12-30,14:37:24,326,53,46,t
1001113,1004458,1001778,2019-08-02,19:00:10,992,228,,f
1001114,1001280,1002904,2022-07-18,15:05:18,518,264,,f
1001117,1002816,1002905,2021-12-31,12:35:03,97,148,,f
1001121,1000265,1003602,2021-03-20,11:06:11,36,127,120,t
1001123,1003921,1004247,2022-07-01,02:02:29,36,351,,f
1001126,1004915,1002692,2022-10-20,15:02:09,207,108,104,t
1001127,1002331,1002812,2022-11-01,18:51:44,668,492,,f
1001128,1000834,1004262,2023-07-17,05:11:18,992,125,115,t
1001129,1004327,1002677,2022-04-22,06:57:44,133,449,,f
1001130,1001586,1003032,2023-10-19,07:53:57,912,494,,t
1001132,1001222,1000907,2017-02-05,03:57:34,428,239,228,f
1001134,1003488,1002817,2022-01-06,01:43:49,723,285,275,f
1001136,1001597,1002596,2019-08-17,03:40:02,209,194,190,t
1001137,1004985,1000775,2021-10-12,20:10:38,924,293,291,t
1001138,1001628,1000534,2023-05-20,02:38:33,701,93,,f
1001140,1003019,1001274,2019-06-08,19:17:28,373,267,,t
1001142,1001936,1000595,2022-08-03,16:49:34,228,40,33,t
1001143,1001023,1000495,2021-04-19,11:38:36,432,58,,f
1001144,1004516,1000925,2023-09-10,22:14:55,707,252,,f
1001146,1001956,1003777,2021-08-01,05:37:48,231,408,,t
1001149,1001017,1004660,2021-05-05,10:10:57,27,269,258,f
1001152,1004489,1000230,2019-01-21,14:51:34,560,369,349,f
1001154,1004189,1001667,2021-12-16,17:18:30,421,390,376,t
1001155,1001770,1003403,2023-10-07,19:32:19,846,233,211,f
1001156,1003878,1000098,2021-06-18,12:47:18,919,264,260,f
1001157,1003633,1004704,2021-06-22,09:34:42,180,111,101,f
1001158,1000545,1000938,2023-08-16,12:48:28,540,365,362,f
1001160,1001286,1002769,2022-11-01,07:43:55,683,188,,t
1001162,1000603,1003040,2019-08-19,14:20:58,537,61,42,f
1001163,1004024,1003504,2023-08-21,14:24:12,715,314,299,t
1001167,1001878,1000035,2017-09-24,04:07:58,74,365,361,t
1001168,1004079,1003419,2022-01-23,22:59:19,668,436,,f
1001169,1004946,1002278,2018-04-06,22:51:19,689,301,295,f
1001170,1004807,1004295,2021-12-27,12:43:07,974,330,329,t
1001171,1001620,1001449,2022-09-17,13:40:34,474,105,97,f
1001172,1003489,1004137,2021-04-23,01:54:49,584,480,,f
1001175,1002347,1004235,2017-07-02,12:07:01,49,324,315,t
1001176,1003007,1002493,2021-12-26,01:33:44,385,451,,t
1001177,1004096,1000908,2018-06-21,00:43:36,700,139,124,f
1001178,1001190,1000100,2020-07-12,09:19:57,719,436,420,f
1001179,1004285,1001155,2020-11-16,19:28:05,440,304,,t
1001180,1000802,1004610,2023-11-25,08:11:11,400,129,,t
1001184,1002796,1003798,2021-09-11,09:13:45,355,102,84,f
1001185,1001483,1004483,2022-02-05,17:02:46,17,115,105,f
1001186,1004600,1000403,2017-01-28,13:48:09,753,340,338,f
1001189,1000619,1003868,2019-11-28,07:22:12,186,329,301,t
1001190,1004243,1000974,2020-07-02,21:07:29,690,222,219,f
1001191,1000870,1000012,2023-11-04,11:21:55,413,237,231,t
1001193,1001568,1004016,2021-03-28,10:46:41,153,368,356,t
1001195,1001771,1004367,2022-03-26,02:18:42,386,41,,f
1001196,1000543,1001567,2020-09-29,10:18:34,687,461,454,t
1001198,1004852,1002584,2020-08-28,01:51:59,474,465,444,t
1001199,1004124,1004283,2023-09-16,04:57:01,230,84,64,f
1001200,1004587,1001342,2020-09-19,13:16:25,36,430,,t
1001204,1002936,1003263,2019-09-24,02:50:12,683,259,250,f
1001205,1004669,1004745,2023-06-02,15:15:46,945,327,320,f
1001207,1004596,1003857,2018-02-02,22:13:32,212,432,424,f
1001210,1003619,1004229,2022-04-12,09:50:51,769,201,193,t
1001211,1004324,1002968,2020-07-07,12:36:20,325,462,457,f
1001218,1001952,1004556,2023-01-05,17:35:20,89,128,,f
1001219,1000193,1002922,2022-06-23,08:42:15,967,227,,f
1001221,1003053,1003010,2021-04-02,22:41:25,978,481,465,t
1001222,1000369,1002698,2022-02-21,01:27:06,302,483,,f
1001223,1003567,1001112,2019-03-13,19:48:56,544,245,244,t
1001224,1001434,1004625,2020-02-28,14:48:35,657,10,1,t
1001226,1003478,1003944,2022-08-28,05:20:29,85,55,,f
1001227,1003644,1004451,2021-08-10,18:17:57,392,347,340,t
1001228,1000834,1004365,2023-07-17,08:31:05,309,442,431,f
1001229,1003842,1002968,2022-08-10,11:41:34,261,108,101,f
1001232,1003851,1001998,2022-03-02,22:29:59,12,125,113,t
1001233,1002126,1003279,2023-03-18,08:33:59,309,337,328,t
1001236,1000624,1000830,2019-06-30,05:49:30,156,410,409,t
1001237,1004442,1004691,2023-07-26,21:53:11,78,404,403,f
1001240,1001690,1001611,2023-07-15,17:58:01,954,444,,t
1001242,1002588,1003674,2022-05-03,12:18:51,463,254,,t
1001243,1003712,1004253,2022-03-04,20:41:11,810,305,,f
1001244,1000845,1002735,2021-11-05,12:39:22,691,176,,f
1001245,1000136,1002987,2023-06-06,15:44:45,577,365,,t
1001246,1003492,1004372,2017-07-22,12:09:38,88,314,,f
1001247,1001628,1000798,2023-05-20,16:17:19,834,159,,t
1001248,1001773,1002319,2022-11-16,13:31:11,13,266,251,f
1001254,1004699,1000747,2023-06-08,07:03:10,449,129,121,t
1001255,1003015,1000467,2020-12-08,13:03:35,460,432,,t
1001256,1003606,1001673,2020-01-26,13:29:00,187,284,,t
1001257,1002580,1000686,2023-08-06,15:49:54,956,442,433,f
1001258,1003893,1003600,2021-01-19,05:12:18,561,177,,t
1001261,1000130,1002296,2021-11-27,12:54:13,282,329,,t
1001262,1001714,1001354,2023-10-16,14:27:56,22,299,291,f
1001263,1003596,1001828,2023-07-23,14:53:52,761,223,215,t
1001266,1004288,1000930,2021-11-22,09:33:32,868,62,,f
1001267,1002644,1004866,2020-12-27,01:15:42,301,228,220,f
1001268,1002446,1001015,2021-09-21,08:14:24,22,321,319,t
1001270,1001559,1003782,2023-09-11,20:41:58,109,192,,f
1001271,1003758,1000108,2023-05-27,12:27:18,889,257,,t
1001272,1002601,1003760,2020-01-26,20:43:15,533,20,,f
1001273,1003456,1000003,2023-11-26,15:42:41,197,96,,t
1001274,1002959,1000389,2019-05-30,19:28:19,886,294,291,f
1001277,1000581,1004177,2023-04-28,14:48:47,186,228,219,f
1001278,1002618,1001212,2022-01-30,03:38:02,735,430,418,f
1001279,1002767,1003184,2018-04-27,16:16:00,840,347,339,t
1001281,1004217,1002588,2022-10-06,08:55:45,152,217,202,f
1001283,1000102,1002656,2022-03-07,22:22:08,259,316,301,t
1001284,1002939,1003870,2022-02-14,10:14:45,804,301,295,f
1001286,1003178,1002785,2023-11-06,19:04:39,642,379,367,f
1001287,1003254,1000480,2023-01-06,05:56:43,159,277,,t
1001288,1003217,1002127,2019-12-11,00:48:45,393,455,,t
1001289,1004987,1004154,2018-05-27,07:21:12,771,464,452,t
1001290,1000668,1001225,2019-06-26,19:44:05,531,131,120,f
1001291,1003509,1004982,2023-10-01,13:49:17,818,106,,t
1001293,1002591,1001589,2022-05-02,07:58:06,72,239,,t
1001294,1004037,1000052,2020-10-01,10:36:49,900,277,274,t
1001296,1001451,1004056,2023-02-15,08:12:02,350,66,,f
1001297,1002022,1004404,2019-04-28,19:56:42,590,351,350,t
1001299,1003502,1001805,2023-04-29,07:21:13,562,143,137,f
1001301,1003047,1000898,2018-02-18,04:05:44,515,309,308,f
1001303,1000618,1004112,2022-06-27,02:18:54,215,30,,t
1001304,1004625,1004162,2022-03-26,01:49:33,845,318,309,f
1001306,1004201,1001758,2022-07-20,17:23:34,950,316,315,f
1001308,1003962,1003027,2019-11-16,02:30:58,309,236,229,t
1001309,1003603,1001717,2023-05-12,23:19:40,76,247,237,f
1001310,1002175,1002464,2022-02-16,00:45:00,493,486,471,f
1001311,1000585,1004824,2021-01-25,21:40:50,147,24,16,f
1001316,1002337,1004972,2021-02-21,12:56:07,921,157,146,t
1001317,1000447,1003206,2023-10-27,15:31:32,463,220,,t
1001319,1004022,1001913,2023-03-17,21:25:46,467,203,,t
1001320,1000093,1003646,2022-08-20,08:16:45,129,384,373,t
1001323,1003916,1001009,2021-12-29,02:53:51,161,93,77,t
1001325,1004705,1004038,2021-06-03,02:42:36,251,31,20,f
1001328,1001102,1003980,2023-10-01,09:50:18,482,33,,f
1001330,1002358,1003314,2017-04-22,08:46:44,588,457,448,t
1001331,1000566,1001968,2022-09-02,15:23:36,204,89,,t
1001333,1003356,1001039,2019-11-01,03:39:11,131,496,,f
1001335,1000818,1000608,2017-12-19,00:59:33,800,374,373,f
1001336,1001230,1001008,2023-08-28,04:13:31,728,268,,t
1001337,1001450,1001562,2022-08-08,23:50:49,686,53,,f
1001338,1003852,1003115,2023-04-02,03:25:22,815,488,,t
1001339,1002855,1003086,2023-07-24,20:56:25,608,112,,t
1001340,1000093,1001226,2022-08-20,04:12:26,326,253,243,t
1001341,1004664,1002090,2017-10-08,13:31:13,85,227,222,t
1001343,1002667,1003341,2020-10-26,10:46:31,767,181,173,f
1001345,1000118,1000496,2020-10-25,20:40:35,385,218,,t
1001346,1001467,1004342,2019-12-20,10:12:32,469,422,415,f
1001347,1001038,1004553,2022-12-27,11:49:42,538,157,,f
1001348,1002809,1001818,2021-03-30,15:00:51,716,491,482,t
1001349,1000764,1000887,2019-09-14,23:09:00,516,475,472,t
1001350,1003402,1000203,2020-05-01,06:16:12,16,382,,f
1001352,1001719,1002959,2022-01-02,14:34:02,801,497,494,t
1001354,1000440,1004518,2018-11-30,16:59:58,276,26,,t
1001359,1004694,1002591,2018-05-24,08:13:53,577,50,44,t
1001360,1004228,1000042,2022-02-10,20:22:27,263,254,,f
1001361,1002432,1000314,2021-07-23,09:39:31,974,99,91,t
1001362,1001882,1001144,2017-02-27,21:50:15,849,445,,f
1001365,1000389,1002214,2022-05-20,00:49:34,357,94,74,t
1001366,1002058,1000969,2019-04-17,01:28:01,128,185,171,t
1001367,1001776,1000709,2020-05-10,20:17:08,682,48,,f
1001370,1003555,1004799,2017-05-31,23:37:13,800,48,32,f
1001371,1003488,1002816,2022-01-06,01:13:14,410,22,19,t
1001372,1003066,1004760,2017-01-23,04:37:16,62,71,65,f
1001373,1004097,1002351,2023-06-19,20:11:22,286,465,,f
1001377,1000211,1001980,2018-11-13,05:20:25,58,415,413,t
1001379,1004558,1003228,2023-09-20,10:32:16,100,192,,f
1001380,1002521,1002484,2020-12-08,02:38:18,931,88,62,f
1001381,1003980,1003963,2018-07-20,04:48:17,570,19,12,f
1001382,1001313,1000279,2018-02-08,11:18:32,739,148,130,t
1001383,1002475,1001974,2023-06-10,21:57:34,265,396,379,f
1001384,1003214,1000251,2021-08-21,19:58:25,287,383,,t
1001385,1002560,1001408,2017-11-02,18:53:24,718,349,,t
1001386,1003609,1003696,2019-11-30,23:00:27,779,305,,t
1001389,1002273,1001180,2021-12-02,05:27:03,98,90,72,f
1001393,1003083,1004110,2020-07-17,20:24:17,831,87,82,f
1001394,1000061,1003646,2017-03-29,09:58:36,931,67,66,t
1001395,1002767,1001838,2018-04-27,22:09:30,999,319,,t
1001398,1001770,1003712,2023-10-07,16:19:16,108,119,118,t
1001400,1003172,1001413,2023-09-11,06:04:32,898,78,,f
1001401,1001905,1003562,2020-04-05,01:06:47,169,32,,f
1001404,1003612,1002433,2022-04-28,08:50:28,954,405,,f
1001405,1000961,1000234,2021-09-19,04:22:34,755,473,,f
1001406,1004897,1002919,2021-12-05,20:34:19,736,54,,f
1001407,1004190,1004156,2023-03-12,23:58:29,495,426,412,f
1001408,1002031,1000529,2019-01-20,18:27:05,45,481,475,f
1001412,1004003,1004356,2018-03-26,14:13:40,497,89,,t
1001415,1003528,1004648,2023-01-18,07:51:26,291,162,,t
1001416,1004253,1004228,2022-10-04,14:43:58,832,460,457,f
1001417,1002789,1001680,2018-07-23,02:31:59,170,219,211,t
1001418,1002748,1002206,2022-09-13,14:31:04,514,333,313,f
1001420,1001096,1000227,2018-06-04,06:14:32,636,422,,f
1001423,1002646,1004508,2021-10-10,23:17:26,877,79,73,f
1001424,1001346,1000399,2023-03-05,02:50:29,529,108,,f
1001425,1001419,1002965,2021-10-05,19:54:11,819,363,,t
1001426,1004625,1001204,2022-03-26,11:50:29,502,97,,t
1001428,1003479,1001084,2022-05-09,12:15:33,180,426,408,f
1001429,1002528,1002399,2023-11-20,03:16:08,697,96,92,t
1001430,1003643,1001480,2018-04-17,00:58:28,21,478,471,t
1001431,1004532,1002542,2019-11-11,10:48:36,684,276,271,t
1001432,1003729,1002752,2023-05-19,08:34:04,251,415,,t
1001433,1004169,1003898,2021-04-05,16:53:01,215,274,265,f
1001434,1003155,1000031,2022-12-19,13:37:05,510,41,34,t
1001435,1003213,1002488,2018-02-26,10:53:05,775,159,152,t
1001437,1004517,1001804,2018-01-26,11:42:37,469,216,201,t
1001439,1003480,1000258,2022-12-18,06:37:32,730,449,443,f
1001443,1003212,1001306,2022-04-21,19:44:26,488,164,,t
1001444,1004151,1004844,2021-06-25,14:26:06,530,410,,t
1001445,1004957,1000111,2020-01-15,16:45:32,367,469,448,f
1001446,1004928,1001765,2021-05-09,11:24:19,567,101,,t
1001447,1002777,1002116,2018-09-07,14:53:43,511,156,155,f
1001448,1002894,1001715,2022-02-16,23:15:07,927,13,-13,f
1001449,1004656,1002186,2022-11-16,11:20:35,11,182,,f
1001451,1004367,1002831,2022-07-27,11:56:32,434,407,404,t
1001454,1001348,1002042,2023-07-08,10:53:05,285,177,,f
1001455,1000793,1004618,2018-04-23,20:33:17,751,31,25,f
1001457,1001951,1001383,2019-04-22,11:17:48,953,255,247,t
1001459,1004747,1001242,2022-03-17,06:41:20,470,185,,f
1001460,1001342,1004067,2019-07-29,08:55:13,570,307,,f
1001461,1002855,1000334,2023-07-24,14:32:57,323,117,97,f
1001462,1000729,1000874,2022-10-18,23:07:49,316,246,240,f
1001465,1002636,1004399,2023-07-02,17:28:50,923,431,,f
1001467,1002684,1003681,2023-03-29,13:05:00,410,358,346,t
1001469,1004186,1004962,2020-05-07,12:00:24,961,230,222,f
1001474,1003968,1002882,2021-01-18,23:30:25,662,50,,t
1001475,1001914,1000323,2023-09-10,18:46:59,591,496,489,t
1001476,1000446,1004787,2023-06-23,06:15:41,309,453,450,t
1001479,1001411,1003813,2022-05-15,09:09:45,619,307,297,f
1001481,1000251,1000555,2020-12-15,06:44:20,769,272,,t
1001484,1000202,1002765,2022-03-31,10:55:14,854,167,,t
1001489,1002624,1003677,2022-11-29,13:21:42,933,283,269,f
1001492,1004557,1003688,2021-12-07,06:25:44,620,350,,f
1001495,1002997,1004035,2022-08-02,20:21:21,412,18,12,f
1001496,1004014,1002432,2022-12-05,07:17:52,811,196,186,t
1001505,1004540,1002385,2022-06-26,05:33:04,33,425,409,f
1001506,1001766,1004467,2021-10-14,10:58:32,960,301,,t
1001507,1002209,1001935,2021-11-21,20:11:04,24,265,,t
1001508,1001028,1000466,2023-03-05,01:43:37,657,76,65,f
1001509,1000979,1004383,2023-02-21,22:54:30,160,174,,f
1001510,1004005,1002538,2020-02-21,23:13:37,952,353,343,f
1001511,1003942,1003910,2020-06-06,20:55:27,48,318,,f
1001513,1004761,1004881,2023-05-20,15:48:56,639,192,163,t
1001514,1000716,1002731,2019-02-15,00:52:49,514,117,111,f
1001515,1001589,1003643,2016-08-31,16:29:02,539,177,164,t
1001516,1000566,1000056,2022-09-02,23:50:49,655,51,48,t
1001517,1002276,1002404,2017-03-19,08:33:02,229,374,,t
1001518,1004724,1004865,2019-09-20,06:44:52,668,426,,t
1001520,1000965,1001257,2023-02-11,15:27:10,430,37,31,f
1001521,1004862,1004729,2019-09-01,22:53:34,833,292,,t
1001523,1001823,1001174,2017-04-19,07:01:00,810,400,393,t
1001525,1004335,1002876,2020-05-02,13:09:42,164,114,,t
1001526,1000593,1004753,2022-08-12,04:39:51,656,184,179,t
1001527,1001792,1001977,2022-03-30,20:19:00,694,169,159,t
1001528,1000375,1000441,2023-11-21,10:43:31,998,256,,t
1001529,1001035,1003389,2021-10-01,05:26:06,692,190,187,t
1001530,1004593,1001768,2019-10-20,20:54:43,573,217,214,t
1001533,1004814,1004574,2019-05-06,20:16:26,672,253,233,f
1001536,1001830,1002213,2017-10-23,14:26:47,209,57,,f
1001543,1003960,1000600,2020-07-14,14:12:36,949,52,,t
1001544,1003501,1002115,2018-11-22,07:18:27,900,417,,t
1001545,1000722,1000032,2021-10-31,20:06:21,390,404,397,f
1001550,1002883,1001001,2021-01-23,23:19:46,586,459,457,f
1001551,1004101,1003125,2022-07-28,14:57:26,444,173,157,f
1001554,1002705,1000663,2019-12-22,17:35:24,240,177,169,f
1001555,1002149,1002704,2019-12-07,02:22:12,978,130,,f
1001560,1001143,1001438,2020-09-19,17:18:01,526,269,,f
1001562,1004174,1002772,2023-07-08,09:48:38,817,112,95,t
1001565,1002907,1004636,2023-09-30,01:16:32,410,157,143,f
1001566,1004960,1000207,2022-11-25,02:45:56,349,438,,t
1001567,1000233,1001387,2020-01-14,09:37:59,356,466,463,t
1001568,1003819,1000654,2021-09-03,16:59:49,126,291,,t
1001570,1001075,1001778,2018-01-30,13:41:08,223,107,100,f
1001571,1001122,1004234,2022-01-18,18:49:45,496,182,164,f
1001577,1004697,1001286,2018-04-24,04:56:32,416,68,56,t
1001583,1002842,1004360,2018-12-08,21:31:28,241,115,,t
1001585,1002128,1001247,2019-12-31,21:28:40,636,320,315,t
1001587,1000614,1002493,2019-06-24,05:02:30,312,405,,t
1001591,1003110,1000861,2018-09-25,13:57:06,815,457,,f
1001592,1004151,1004583,2021-06-25,05:25:39,902,370,,t
1001593,1003999,1004750,2017-06-10,05:14:56,365,419,,f
1001594,1001136,1000653,2022-11-30,08:40:23,237,354,344,t
1001595,1004844,1000800,2019-01-21,13:30:59,48,306,,f
1001596,1004162,1002405,2017-02-17,06:41:41,193,391,377,f
1001598,1003717,1000504,2022-02-10,14:36:45,598,90,84,t
1001599,1001917,1000533,2023-11-11,23:42:03,536,382,381,t
1001600,1001915,1003329,2022-10-09,06:24:32,326,303,302,f
1001601,1001202,1001398,2020-03-06,19:14:44,524,294,293,t
1001602,1004814,1002416,2019-05-06,02:32:12,681,276,,f
1001605,1003642,1001133,2021-11-01,13:20:45,418,366,352,t
1001606,1003202,1003232,2020-12-19,10:05:16,551,50,46,f
1001607,1000805,1000078,2021-11-09,07:05:28,723,13,1,t
1001609,1001052,1000221,2020-07-22,09:30:31,910,119,118,t
1001610,1004024,1001300,2023-08-21,02:05:53,179,327,,t
1001612,1003886,1004528,2021-10-03,12:18:42,743,398,392,t
1001613,1002349,1002941,2018-02-01,07:11:33,290,277,265,t
1001614,1003694,1004151,2020-08-04,23:53:41,208,270,262,f
1001616,1001827,1004191,2022-04-02,12:53:08,382,124,,t
1001617,1000356,1004684,2020-08-13,12:14:02,449,227,,f
1001620,1003571,1000758,2021-07-27,08:41:47,232,462,457,t
1001621,1001689,1001023,2016-10-17,19:16:51,54,194,191,f
1001622,1002447,1004273,2017-12-13,17:28:22,378,305,296,f
1001625,1002806,1003155,2021-10-28,10:43:28,236,488,,f
1001626,1003039,1004482,2020-12-31,19:43:25,205,125,118,f
1001627,1003225,1002126,2020-08-24,05:52:20,179,130,122,t
1001628,1000480,1004802,2018-12-12,11:51:00,583,210,,t
1001631,1003616,1001885,2017-10-29,04:38:51,718,231,,t
1001632,1000302,1003315,2019-09-09,17:30:47,106,178,,t
1001636,1000815,1000409,2018-12-25,19:25:02,867,457,447,t
1001637,1000153,1002706,2019-02-06,10:28:12,641,320,,t
1001638,1000519,1000485,2019-08-06,09:37:12,817,127,101,f
1001639,1002844,1000104,2020-03-28,01:30:41,323,15,6,t
1001640,1002132,1004490,2018-07-14,21:47:36,188,369,359,f
1001641,1004837,1003278,2020-12-18,05:32:57,319,125,114,f
1001642,1001089,1000417,2020-12-25,23:47:58,685,169,162,t
1001643,1004985,1002356,2021-10-12,17:24:06,41,426,417,t
1001644,1004387,1004182,2020-11-30,06:04:42,869,136,133,f
1001645,1001155,1000103,2021-05-04,14:34:34,242,127,118,f
1001646,1003395,1000458,2020-05-20,10:32:48,38,374,365,f
1001648,1002614,1003192,2023-11-05,08:57:21,553,394,,f
1001649,1000026,1004499,2016-03-08,13:32:47,426,258,248,f
1001650,1003114,1000433,2022-05-08,23:05:40,510,36,,f
1001652,1004395,1003127,2022-10-22,21:38:26,323,229,,t
1001654,1002227,1002706,2019-10-06,20:49:22,600,190,180,f
1001657,1003857,1004248,2019-03-25,01:19:13,267,380,362,f
1001659,1001713,1001866,2021-01-17,04:17:31,786,182,171,f
1001660,1002945,1003295,2022-02-04,01:08:25,695,52,45,t
1001665,1000715,1004027,2023-02-09,01:17:39,565,453,,f
1001667,1004269,1000222,2023-10-20,01:26:21,671,367,353,t
1001668,1000379,1004245,2021-04-08,17:04:29,959,131,,t
1001673,1004454,1003822,2020-05-08,17:21:38,346,11,6,f
1001676,1002915,1003210,2022-06-30,19:27:02,87,484,479,t
1001679,1000401,1004511,2021-08-20,23:14:02,506,81,67,t
1001681,1001667,1004106,2022-04-04,14:16:06,454,174,,t
1001683,1003488,1002179,2022-01-06,10:00:39,165,221,213,f
1001685,1001714,1003901,2023-10-16,13:10:10,224,461,446,f
1001687,1000278,1001513,2023-05-15,15:02:07,24,126,118,f
1001688,1000202,1002513,2022-03-31,15:56:45,516,135,129,t
