event_id,event_name,event_type,duration,start_date,end_date,event_creater,rating
1003253,Allegion plc,Concert,42,2022-06-10,2025-04-16,1001097,2.5
1003254,"Installed Building Products, Inc.",Movie,38,2023-01-06,2025-08-30,1003269,3.3
1003255,iStar Financial Inc.,Concert,195,2018-02-11,2023-10-11,1000565,4.0
1003256,"Monarch Casino & Resort, Inc.",Concert,256,2019-05-23,2023-10-18,1002853,2.2
1003257,Galapagos NV,Play,229,2020-04-23,2024-09-04,1001318,4.1
1003258,"CIRCOR International, Inc.",Stand-up,30,2022-06-10,2025-02-24,1003069,2.7
1003259,Enzymotec Ltd.,Movie,260,2022-01-20,2023-07-03,1000586,3.7
1003260,Chesapeake Lodging Trust,Movie,53,2018-03-04,2024-02-24,1002642,1.4
1003261,JMP Group LLC,Play,124,2018-09-20,2024-11-11,1001931,1.5
1003262,Haemonetics Corporation,Movie,239,2015-12-25,2024-09-28,1001568,1.2
1003263,"Trevena, Inc.",Movie,245,2017-03-29,2025-07-28,1004541,3.6
1003264,Investors Real Estate Trust,Movie,72,2021-01-01,2023-09-20,1004863,1.8
1003265,"SkyWest, Inc.",Movie,291,2018-07-27,2025-09-01,1000067,4.9
1003266,Public Storage,Concert,74,2016-02-03,2025-02-13,1000273,3.6
1003267,Toll Brothers Inc.,Play,214,2020-12-25,2025-02-19,1003014,4.7
1003268,"Ryman Hospitality Properties, Inc.",Movie,68,2022-03-02,2023-12-06,1002481,3.6
1003269,Partner Communications Company Ltd.,Concert,93,2020-09-06,2025-03-21,1004128,2.7
1003270,"Tyson Foods, Inc.",Play,54,2020-11-16,2025-11-09,1002308,2.6
1003271,"Harvard Bioscience, Inc.",Movie,53,2022-03-04,2024-12-19,1002221,2.7
1003272,"Bellicum Pharmaceuticals, Inc.",Concert,264,2018-04-21,2024-01-09,1004900,3.2
1003273,"Liberty All-Star Growth Fund, Inc.",Stand-up,214,2022-05-03,2023-08-08,1001192,3.2
1003274,"Industrial Services of America, Inc.",Play,192,2023-01-31,2024-04-09,1003900,3.3
1003275,DaVita Inc.,Play,291,2021-07-09,2023-07-18,1004795,2.9
1003276,Hydrogenics Corporation,Stand-up,176,2018-06-23,2024-03-23,1003826,2.6
1003277,Nuveen Select Tax Free Income Portfolio III,Play,295,2022-11-29,2025-02-19,1003790,4.8
1003278,"Alamo Group, Inc.",Concert,267,2021-07-21,2023-10-26,1003180,2.6
1003279,"Exelixis, Inc.",Movie,88,2023-04-27,2024-07-23,1003906,2.9
1003280,Caesarstone Ltd.,Stand-up,33,2020-11-05,2024-09-05,1004074,4.7
1003281,Gladstone Capital Corporation,Concert,115,2023-02-23,2024-12-24,1002297,2.1
1003282,VEREIT Inc.,Stand-up,208,2018-09-09,2023-12-04,1000733,2.4
1003283,Brixmor Property Group Inc.,Play,284,2017-05-06,2025-06-26,1001779,3.9
1003285,Sears Holdings Corporation,Movie,247,2020-07-01,2024-07-09,1002373,3.6
1003286,HSBC Holdings plc,Stand-up,240,2018-08-08,2025-08-21,1002439,2.1
1003287,"Square, Inc.",Concert,76,2018-06-28,2024-09-21,1004445,1.0
1003288,"Kayne Anderson Midstream Energy Fund, Inc",Concert,66,2016-03-12,2025-03-17,1000926,4.3
1003289,"Revance Therapeutics, Inc.",Movie,215,2016-07-09,2025-08-31,1002082,2.2
1003290,"Yext, Inc.",Concert,220,2016-12-13,2025-04-18,1004820,1.6
1003291,TEGNA Inc.,Movie,42,2016-10-22,2025-02-14,1002847,3.4
1003292,First Trust Rising Dividend Achievers ETF,Play,158,2018-02-07,2023-06-28,1003079,1.8
1003293,"Templeton Emerging Markets Income Fund, Inc.",Play,66,2020-06-25,2024-04-18,1002664,4.9
1003294,"Pieris Pharmaceuticals, Inc.",Stand-up,280,2023-08-29,2023-12-30,1003367,2.9
1003295,"Commerce Union Bancshares, Inc.",Movie,97,2023-05-16,2025-06-06,1000385,3.7
1003296,Sherwin-Williams Company (The),Play,154,2019-01-30,2024-02-25,1001935,3.7
1003297,"UCP, Inc.",Stand-up,108,2018-11-06,2025-01-28,1001466,1.9
1003298,Yirendai Ltd.,Stand-up,50,2021-03-25,2024-05-26,1001154,5.0
1003299,Astoria Financial Corporation,Concert,297,2021-05-25,2024-07-31,1003765,1.8
1003300,Jensyn Acquistion Corp.,Stand-up,252,2019-07-27,2024-05-30,1003143,2.9
1003301,DHX Media Ltd.,Movie,111,2016-08-18,2025-11-15,1003291,3.0
1003302,KKR Income Opportunities Fund,Movie,169,2021-02-10,2024-11-05,1002525,4.7
1003303,"Ominto, Inc.",Movie,290,2021-02-09,2025-09-21,1003052,3.8
1003304,Two River Bancorp,Stand-up,207,2021-10-23,2023-08-06,1004703,1.7
1003305,Voya Natural Resources Equity Income Fund,Play,113,2020-03-22,2024-05-07,1001494,3.4
1003306,Steel Partners Holdings LP,Concert,277,2017-04-16,2024-04-15,1000910,3.3
1003307,Teledyne Technologies Incorporated,Movie,270,2016-10-30,2024-11-18,1001805,4.3
1003308,CyrusOne Inc,Play,104,2022-12-24,2024-06-19,1002736,4.3
1003309,First Trust Alternative Absolute Return Strategy ETF,Concert,188,2019-03-26,2023-11-02,1003963,1.8
1003310,Sotheby's,Movie,186,2020-04-07,2023-08-26,1000013,1.2
1003311,"Cullen/Frost Bankers, Inc.",Play,73,2019-05-02,2024-03-15,1002141,1.4
1003312,Bright Horizons Family Solutions Inc.,Concert,126,2019-04-15,2025-06-20,1004184,4.6
1003313,Peoples Financial Corporation,Movie,213,2019-08-29,2023-07-23,1004510,1.7
1003314,"Kforce, Inc.",Stand-up,109,2017-03-28,2023-06-06,1004551,4.0
1003315,CMS Energy Corporation,Stand-up,205,2016-11-22,2025-07-17,1002220,3.4
1003316,WisdomTree Japan Hedged SmallCap Equity Fund,Play,235,2021-09-17,2025-11-21,1002118,3.1
1003317,"Provident Bancorp, Inc.",Play,108,2019-03-11,2024-04-08,1004421,1.8
1003318,"Nova Lifestyle, Inc",Play,195,2020-06-29,2024-09-29,1004788,3.2
1003319,"ChemoCentryx, Inc.",Stand-up,94,2016-01-05,2024-06-24,1002184,4.8
1003320,Dean Foods Company,Stand-up,197,2017-04-07,2025-10-26,1003898,3.7
1003321,"Interpublic Group of Companies, Inc. (The)",Stand-up,137,2019-08-26,2023-07-09,1002227,2.4
1003322,"HCP, Inc.",Movie,60,2020-04-23,2023-12-23,1000915,3.8
1003323,United States Cellular Corporation,Concert,299,2020-07-27,2025-02-04,1000382,2.2
1003324,"John B. Sanfilippo & Son, Inc.",Movie,30,2019-04-14,2024-03-29,1003954,2.2
1003325,"Xenith Bankshares, Inc.",Concert,271,2018-12-26,2023-11-17,1001628,3.5
1003326,"SigmaTron International, Inc.",Stand-up,118,2022-03-01,2024-03-05,1000184,3.5
1003327,"Texas Capital Bancshares, Inc.",Concert,204,2018-09-27,2024-05-04,1002228,4.7
1003328,Omnicom Group Inc.,Movie,168,2020-05-16,2024-06-20,1002075,2.4
1003329,"PPG Industries, Inc.",Movie,93,2021-05-22,2025-01-07,1004830,3.9
1003330,"Teladoc, Inc.",Movie,179,2016-03-19,2025-04-14,1000312,4.4
1003331,Agenus Inc.,Concert,273,2023-07-28,2024-06-01,1003956,2.4
1003332,Managed Duration Investment Grade Municipal Fund,Stand-up,151,2016-10-27,2024-07-03,1002313,2.1
1003333,"Genomic Health, Inc.",Play,272,2020-06-07,2025-06-24,1004649,4.4
1003334,Marriot Vacations Worldwide Corporation,Stand-up,268,2021-12-08,2024-12-20,1000939,2.1
1003335,"Uranium Resources, Inc.",Movie,196,2020-01-05,2024-09-05,1003972,1.4
1003336,Trans World Entertainment Corp.,Movie,94,2019-12-09,2023-07-12,1003814,2.6
1003337,U.S. Energy Corp.,Movie,41,2023-07-13,2024-03-12,1002952,2.6
1003338,"Atlas Financial Holdings, Inc.",Concert,238,2021-10-21,2024-07-19,1000949,3.3
1003339,RLI Corp.,Concert,164,2017-05-31,2024-10-24,1003145,2.1
1003340,Shire plc,Play,55,2023-05-09,2025-01-31,1003081,3.0
1003341,"Cancer Genetics, Inc.",Play,268,2019-12-08,2025-02-23,1001843,3.8
1003342,OFG Bancorp,Concert,166,2019-01-21,2025-02-06,1000869,1.7
1003343,"PNC Financial Services Group, Inc. (The)",Stand-up,110,2020-12-30,2024-01-23,1004872,2.7
1003344,Braskem S.A.,Play,81,2021-08-24,2024-05-12,1004394,2.1
1003345,Turkcell Iletisim Hizmetleri AS,Play,225,2021-03-24,2024-05-08,1003416,2.7
1003346,"Choice Hotels International, Inc.",Stand-up,83,2019-09-14,2025-03-13,1000870,1.9
1003347,"Dreyfus Strategic Municipal Bond Fund, Inc.",Stand-up,202,2015-12-22,2025-08-06,1001104,2.3
1003348,"Citi Trends, Inc.",Play,84,2021-01-17,2024-10-12,1000943,1.8
1003349,PolyOne Corporation,Movie,128,2018-11-14,2024-12-06,1002158,3.9
1003350,"Ominto, Inc.",Movie,99,2018-04-19,2023-07-19,1000964,3.4
1003351,HomeTown Bankshares Corporation,Concert,107,2021-02-10,2023-12-21,1004118,3.0
1003352,Southern California Edison Company,Concert,213,2021-10-03,2023-09-18,1002973,3.1
1003353,Ardagh Group S.A.,Play,85,2016-10-26,2025-05-01,1000427,2.3
1003354,Liberty Property Trust,Concert,107,2017-06-03,2025-04-04,1003794,4.3
1003355,Arbor Realty Trust,Play,173,2019-10-10,2025-11-15,1004813,4.6
1003356,Universal Display Corporation,Stand-up,31,2019-11-01,2024-01-24,1000890,4.2
1003357,"Paycom Software, Inc.",Play,256,2018-04-23,2024-07-03,1000666,5.0
1003358,Blackrock Enhanced Equity Dividend Trust,Concert,123,2022-05-16,2025-04-14,1000074,4.9
1003359,"EOG Resources, Inc.",Concert,278,2019-10-23,2025-03-30,1003533,3.2
1003360,First Trust South Korea AlphaDEX Fund,Movie,99,2018-04-03,2023-11-05,1000376,4.2
1003361,Tennessee Valley Authority,Play,190,2020-05-23,2025-11-15,1004408,3.8
1003362,iShares S&P India Nifty 50 Index Fund,Stand-up,97,2018-09-07,2024-08-25,1001919,4.7
1003363,iShares FTSE EPRA/NAREIT Europe Index Fund,Stand-up,291,2018-09-04,2024-01-14,1001520,4.0
1003364,Woori Bank,Concert,189,2019-05-31,2025-07-01,1003027,4.4
1003365,Allstate Corporation (The),Movie,249,2019-04-04,2025-06-10,1001783,3.3
1003366,"MetLife, Inc.",Stand-up,158,2022-02-12,2023-10-22,1001388,3.6
1003367,Osisko Gold Royalties Ltd,Movie,180,2021-12-05,2025-09-22,1003879,2.2
1003368,Assured Guaranty Ltd.,Play,142,2020-06-24,2025-08-02,1000306,2.8
1003369,John Hancock Hedged Equity & Income Fund,Concert,31,2018-04-12,2025-05-15,1001233,4.8
1003370,CDI Corporation,Play,260,2016-11-07,2024-10-07,1001651,2.1
1003371,X-Links Silver Shares Covered Call ETN,Stand-up,45,2017-12-12,2025-04-03,1001857,2.9
1003372,Psychemedics Corporation,Play,30,2020-09-01,2023-09-02,1001209,4.2
1003373,"Ashford Hospitality Prime, Inc.",Play,218,2018-05-30,2025-07-21,1000860,3.6
1003374,Granite Real Estate Inc.,Concert,99,2017-11-25,2023-06-16,1002084,1.1
1003375,"Templeton Dragon Fund, Inc.",Stand-up,285,2022-03-18,2024-11-08,1003192,1.4
1003376,Liberty Media Corporation,Movie,288,2023-03-14,2024-10-28,1004931,1.3
1003377,"Limelight Networks, Inc.",Stand-up,275,2015-12-04,2024-06-19,1002842,3.2
1003378,"Chunghwa Telecom Co., Ltd.",Movie,68,2020-07-03,2024-06-25,1000593,2.1
1003379,Emclaire Financial Corp,Movie,36,2020-09-25,2024-07-06,1003358,3.9
1003380,"Bankrate, Inc.",Play,96,2015-12-07,2025-11-17,1000797,2.3
1003381,Madison Covered Call & Equity Strategy Fund,Stand-up,220,2018-05-04,2025-08-25,1002566,4.7
1003382,BlackRock California Municipal Income Trust,Concert,285,2020-12-17,2024-07-23,1004764,1.1
1003383,Westmoreland Coal Company,Play,57,2016-07-06,2024-12-07,1004080,2.3
1003384,"Atlantic Capital Bancshares, Inc.",Concert,273,2018-03-15,2025-06-01,1001567,1.3
1003385,Zions Bancorporation,Movie,43,2016-01-16,2024-10-24,1002088,3.3
1003386,The AES Corporation,Movie,184,2023-09-30,2024-07-26,1003663,4.6
1003387,Landmark Infrastructure Partners LP,Play,231,2017-04-18,2024-10-17,1004970,1.6
1003389,U.S. Bancorp,Concert,264,2019-04-30,2023-09-14,1001387,3.9
1003390,Renasant Corporation,Play,149,2022-02-07,2024-02-23,1002358,2.3
1003391,Tesoro Corporation,Concert,74,2020-05-06,2024-01-06,1004855,4.2
1003392,China Auto Logistics Inc.,Concert,266,2018-02-16,2023-08-20,1003901,1.4
1003393,China Life Insurance Company Limited,Movie,280,2022-04-28,2025-05-01,1004710,4.4
1003394,Bank Of New York Mellon Corporation (The),Movie,140,2017-08-03,2023-12-07,1000104,5.0
1003395,"Builders FirstSource, Inc.",Concert,63,2020-05-20,2025-05-06,1001369,4.4
1003396,"Independence Contract Drilling, Inc.",Movie,181,2020-02-02,2023-09-17,1000049,3.6
1003397,"MasTec, Inc.",Movie,144,2021-03-11,2024-03-13,1000120,2.9
1003398,"Merit Medical Systems, Inc.",Play,253,2019-07-04,2024-01-28,1001100,3.5
1003399,"Telephone and Data Systems, Inc.",Movie,94,2017-04-18,2024-12-21,1000906,1.7
1003400,"M.D.C. Holdings, Inc.",Concert,43,2016-11-18,2023-11-29,1002724,4.4
1003401,iShares FTSE EPRA/NAREIT Europe Index Fund,Concert,49,2020-07-03,2023-11-06,1004549,2.8
1003402,"Titan International, Inc.",Play,269,2020-05-01,2024-09-08,1003032,2.0
1003403,Nuveen Ohio Quality Municipal Income Fund,Play,144,2017-05-11,2025-04-23,1001077,1.2
1003404,Enterprise Financial Services Corporation,Movie,144,2017-03-26,2024-05-07,1002291,3.7
1003405,Veritiv Corporation,Concert,82,2017-11-21,2024-07-08,1004826,3.4
1003406,"Internationa Flavors & Fragrances, Inc.",Stand-up,59,2018-11-30,2025-08-29,1003859,2.9
1003407,Adtalem Global Education Inc.,Movie,270,2023-01-12,2023-10-27,1004130,1.3
1003408,Syngenta AG,Movie,229,2020-08-19,2023-12-04,1003176,2.1
1003409,Gafisa SA,Concert,64,2023-09-11,2023-11-02,1004408,3.5
1003410,"Ventas Realty, Limited Partnership // Ventas Capital Corporati",Play,286,2016-01-09,2025-08-05,1000606,2.0
1003411,MagneGas Corporation,Concert,192,2023-11-03,2025-04-30,1001651,4.5
1003412,"The Hanover Insurance Group, Inc.",Concert,237,2021-05-26,2024-05-21,1000654,4.5
1003413,Navigator Holdings Ltd.,Stand-up,125,2017-03-23,2024-02-26,1002694,2.6
1003414,"Xencor, Inc.",Play,163,2021-04-24,2025-04-04,1004200,4.0
1003415,Summit Therapeutics plc,Movie,75,2021-11-05,2024-05-07,1002838,2.4
1003416,"PPG Industries, Inc.",Concert,125,2016-01-26,2025-09-27,1003837,3.7
1003417,Glaukos Corporation,Concert,177,2020-04-13,2023-10-14,1001137,4.7
1003418,"Planet Payment, Inc.",Stand-up,152,2022-11-30,2024-05-21,1002372,4.8
1003419,C,Play,82,2017-04-15,2025-05-22,1002593,3.4
1003420,Future FinTech Group Inc.,Stand-up,57,2017-07-06,2025-07-07,1004671,1.7
1003421,Medley LLC,Stand-up,133,2023-04-20,2024-10-18,1004293,1.3
1003422,"Cornerstone OnDemand, Inc.",Movie,171,2023-04-26,2025-07-26,1001773,4.3
1003423,Ritchie Bros. Auctioneers Incorporated,Stand-up,119,2016-07-24,2025-05-02,1002828,4.1
1003424,GigaMedia Limited,Stand-up,63,2021-10-07,2023-09-06,1000477,2.8
1003425,Teledyne Technologies Incorporated,Concert,84,2023-02-25,2024-04-21,1000828,4.0
1003426,Seaspan Corporation,Stand-up,208,2022-10-29,2024-01-23,1001351,4.9
1003427,Protective Life Corporation,Concert,43,2017-12-19,2024-02-27,1003192,1.5
1003428,"Plains All American Pipeline, L.P.",Concert,178,2016-07-21,2024-05-08,1001087,4.0
1003429,Federated Premier Municipal Income Fund,Concert,249,2018-08-12,2024-06-29,1003589,3.0
1003430,"Digital Realty Trust, Inc.",Movie,197,2016-03-24,2025-08-17,1001243,2.8
1003431,Quaker Chemical Corporation,Movie,157,2023-03-13,2024-11-25,1001945,2.3
1003432,Cars.com Inc.,Movie,59,2023-08-01,2024-06-28,1001603,3.2
1003433,"Nathan''s Famous, Inc.",Movie,33,2022-11-09,2025-02-14,1002783,1.4
1003434,Wintrust Financial Corporation,Play,151,2018-11-23,2023-06-25,1003546,4.6
1003435,American Outdoor Brands Corporation,Movie,296,2019-05-15,2024-05-28,1003128,2.1
1003436,Gentherm Inc,Stand-up,210,2020-07-03,2025-09-11,1003407,3.7
1003437,FB Financial Corporation,Concert,258,2023-03-07,2025-05-31,1002506,3.7
1003438,Eastman Chemical Company,Stand-up,135,2023-10-21,2025-04-14,1003104,1.0
1003439,TransAct Technologies Incorporated,Movie,108,2019-03-09,2024-07-20,1004500,4.4
1003440,"Black Knight Financial Services, Inc.",Stand-up,203,2023-07-03,2023-07-10,1003300,1.4
1003441,Forward Air Corporation,Stand-up,288,2017-04-29,2025-11-08,1001878,3.9
1003442,"Teligent, Inc.",Play,79,2021-11-19,2024-04-06,1001111,1.0
1003443,"Sonic Automotive, Inc.",Concert,124,2019-10-02,2023-09-30,1001501,2.4
1003444,Invesco Value Municipal Income Trust,Play,174,2018-01-31,2023-06-02,1001110,1.6
1003445,Western Asset High Income Fund II Inc.,Movie,54,2016-07-17,2025-06-03,1003559,3.8
1003446,Fonar Corporation,Stand-up,98,2019-05-30,2025-03-18,1003625,4.3
1003447,Eagle Bulk Shipping Inc.,Play,198,2023-04-04,2023-08-04,1003629,4.5
1003448,"Life Storage, Inc.",Stand-up,36,2021-03-23,2023-09-24,1002676,1.8
1003449,Internap Corporation,Play,149,2018-10-07,2025-04-02,1003697,4.6
1003450,BlackRock Municipal Income Trust,Stand-up,236,2019-04-13,2025-05-03,1000756,3.2
1003451,Saratoga Investment Corp,Movie,154,2020-05-29,2024-08-12,1000225,1.9
1003452,"J. W. Mays, Inc.",Play,70,2019-02-26,2025-02-17,1004161,3.4
1003453,"EnerNOC, Inc.",Stand-up,203,2020-01-29,2024-10-28,1004568,3.8
1003454,"Richmont Mines, Inc.",Concert,101,2019-12-20,2025-08-29,1004807,4.4
1003455,Nortel Inversora SA,Movie,213,2018-09-29,2023-06-11,1002727,4.6
1003456,Leading Brands Inc,Movie,173,2023-11-26,2024-10-10,1000862,1.1
1003457,"China Biologic Products, Inc.",Stand-up,199,2018-06-27,2024-04-16,1000416,1.7
1003458,Healthcare Realty Trust Incorporated,Movie,93,2016-03-31,2025-06-26,1002941,4.3
1003459,Carnival Corporation,Movie,171,2019-01-23,2025-02-28,1001886,2.8
1003460,"Alliance Resource Partners, L.P.",Stand-up,110,2016-10-29,2023-10-29,1003062,4.1
1003461,Stepan Company,Movie,66,2018-07-24,2023-06-24,1003872,2.3
1003462,"Piedmont Office Realty Trust, Inc.",Stand-up,201,2019-07-20,2023-07-24,1003714,1.3
1003463,Weatherford International plc,Play,242,2020-10-11,2024-11-29,1001190,3.9
1003464,"Amtech Systems, Inc.",Movie,194,2018-03-19,2024-03-11,1004484,5.0
1003465,"Premier Financial Bancorp, Inc.",Play,78,2016-01-09,2024-04-16,1000191,3.1
1003466,"Southern National Bancorp of Virginia, Inc.",Movie,152,2022-01-17,2023-06-16,1003494,4.4
1003467,TechnipFMC plc,Concert,30,2022-12-09,2024-02-10,1002710,3.0
1003468,American Homes 4 Rent,Movie,181,2021-08-26,2023-07-30,1000225,3.9
1003469,"Archrock, Inc.",Play,208,2016-09-15,2024-12-01,1004904,4.5
1003470,XBiotech Inc.,Movie,137,2018-11-26,2025-06-19,1000370,3.1
1003471,Yangtze River Development Limited,Stand-up,192,2016-11-13,2023-12-29,1003858,3.4
1003472,"TripAdvisor, Inc.",Play,47,2019-01-19,2025-06-05,1000570,4.8
1003473,"Net 1 UEPS Technologies, Inc.",Concert,109,2021-06-28,2024-10-31,1004600,2.5
1003474,TOP Ships Inc.,Play,105,2022-12-06,2025-06-11,1003821,2.2
1003475,National Retail Properties,Stand-up,166,2021-01-07,2025-05-15,1004450,3.0
1003476,NutriSystem Inc,Stand-up,207,2021-06-22,2023-10-07,1003389,3.4
1003477,Nuveen New York Quality Municipal Income Fund,Concert,154,2018-02-04,2024-04-29,1003385,3.8
1003478,Drive Shack Inc.,Stand-up,187,2022-08-28,2023-12-03,1001244,2.9
1003479,"Old Second Bancorp, Inc.",Stand-up,55,2022-05-09,2024-11-24,1002787,2.7
1003480,"Perma-Pipe International Holdings, Inc.",Movie,139,2022-12-18,2023-09-16,1000616,4.2
1003481,"American Software, Inc.",Play,290,2016-09-28,2025-07-19,1000197,1.0
1003482,Lehman ABS Corporation,Concert,47,2016-11-19,2024-07-08,1002675,4.0
1003483,CME Group Inc.,Play,266,2018-10-10,2025-07-31,1003012,2.0
1003484,"Quintiles IMS Holdings, Inc.",Concert,261,2019-05-07,2025-01-06,1000555,2.2
1003485,II-VI Incorporated,Concert,154,2016-10-31,2024-02-12,1000238,1.1
1003486,"Agilysys, Inc.",Concert,237,2022-04-21,2024-10-02,1001630,5.0
1003487,China Rapid Finance Limited,Movie,285,2023-02-27,2025-01-16,1001852,4.6
1003488,"UFP Technologies, Inc.",Play,253,2022-01-06,2023-10-13,1004136,3.2
1003489,Coca-Cola Bottling Co. Consolidated,Movie,188,2021-04-23,2023-12-28,1001367,2.2
1003490,"America''s Car-Mart, Inc.",Stand-up,32,2019-01-18,2023-10-28,1001469,3.3
1003491,"Spok Holdings, Inc.",Movie,243,2020-04-29,2023-07-28,1002104,5.0
1003492,iShares MSCI EAFE Small-Cap ETF,Concert,114,2017-07-22,2025-09-14,1002028,4.7
1003493,First Trust Nasdaq Retail ETF,Concert,213,2020-02-21,2024-09-13,1002517,4.8
1003494,"EnLink Midstream, LLC",Stand-up,102,2019-08-30,2023-10-28,1004354,1.8
1003495,Laboratory Corporation of America Holdings,Stand-up,86,2023-08-22,2025-11-04,1003439,1.9
1003496,"Templeton Dragon Fund, Inc.",Movie,295,2016-05-30,2024-11-06,1001920,3.7
1003497,Synaptics Incorporated,Stand-up,110,2016-05-25,2023-08-24,1001827,1.9
1003498,"TechTarget, Inc.",Play,228,2021-05-28,2024-05-01,1002573,2.7
1003499,U.S. Bancorp,Stand-up,243,2020-04-13,2025-11-06,1004372,1.1
1003500,Anixter International Inc.,Concert,197,2021-05-03,2024-05-07,1001539,1.3
1003501,Hovnanian Enterprises Inc,Movie,46,2018-11-22,2025-11-14,1000727,3.8
1003502,Arthur J. Gallagher & Co.,Movie,33,2023-04-29,2025-01-02,1002004,2.9
1003503,TransAlta Corporation,Stand-up,254,2022-07-25,2023-10-20,1000110,3.8
1003504,Banco De Chile,Concert,177,2019-05-19,2024-03-13,1001793,2.6
1003505,"Titan Pharmaceuticals, Inc.",Movie,184,2020-07-06,2023-12-08,1002420,3.3
1003506,Western Alliance Bancorporation,Movie,49,2017-02-08,2024-01-12,1000096,4.9
1003507,CVR Energy Inc.,Concert,130,2022-11-22,2025-01-16,1003709,3.4
1003508,Houston Wire & Cable Company,Concert,212,2021-10-06,2025-08-07,1002078,2.8
1003509,"JAKKS Pacific, Inc.",Play,227,2023-10-01,2024-05-14,1004185,3.2
1003510,"Gray Television, Inc.",Stand-up,202,2018-08-13,2023-07-20,1001171,1.6
1003511,RH,Stand-up,121,2019-01-10,2023-07-30,1000710,4.3
1003512,"Strayer Education, Inc.",Stand-up,88,2020-08-01,2024-10-30,1000881,1.4
1003513,"Dynex Capital, Inc.",Play,132,2016-04-07,2023-08-04,1000590,2.0
1003514,"Prudential Financial, Inc.",Stand-up,190,2016-06-19,2024-12-03,1003180,3.2
1003515,TravelCenters of America LLC,Stand-up,129,2021-10-27,2023-10-14,1000970,4.6
1003516,iPath US Treasury Long Bond Bull ETN,Movie,104,2018-08-22,2025-05-22,1001565,1.4
1003517,EPR Properties,Concert,232,2019-05-28,2025-02-03,1001811,3.0
1003518,Bio-Techne Corp,Stand-up,59,2018-06-05,2025-03-19,1003082,1.5
1003519,"Aeglea BioTherapeutics, Inc.",Stand-up,208,2019-04-11,2024-12-23,1003914,1.4
1003520,SeaSpine Holdings Corporation,Stand-up,197,2017-03-17,2025-09-08,1002491,2.7
1003521,Intel Corporation,Play,239,2020-09-18,2025-03-01,1004774,1.5
1003522,iSectors Post-MPT Growth ETF,Concert,281,2021-12-18,2025-11-09,1004252,3.0
1003523,Hailiang Education Group Inc.,Concert,83,2023-11-13,2025-11-12,1001545,3.2
1003524,Chimera Investment Corporation,Stand-up,74,2018-11-22,2025-06-12,1001128,1.2
1003525,"United States Lime & Minerals, Inc.",Movie,131,2023-10-30,2024-05-23,1004191,4.6
1003526,Icahn Enterprises L.P.,Movie,32,2016-12-09,2024-02-06,1001108,2.9
1003527,Brightcove Inc.,Stand-up,69,2020-11-27,2024-01-13,1002717,3.2
1003528,Verso Corporation,Play,270,2023-01-18,2025-04-17,1000111,3.5
1003529,Fibria Celulose S.A.,Concert,127,2022-02-19,2024-11-12,1000260,2.4
1003530,Global Partner Acquisition Corp.,Play,156,2019-01-26,2024-11-02,1003888,3.1
1003531,"Home Depot, Inc. (The)",Concert,101,2022-03-15,2025-06-28,1003513,3.3
1003532,"Royce Value Trust, Inc.",Movie,186,2017-07-10,2023-07-01,1003938,2.6
1003533,SP Plus Corporation,Movie,99,2020-01-02,2025-07-10,1002684,1.1
1003534,Prospect Capital Corporation,Stand-up,209,2021-02-05,2023-09-24,1001639,3.0
1003535,Double Eagle Acquisition Corp.,Play,144,2020-10-13,2023-05-31,1003840,1.8
1003536,CVD Equipment Corporation,Play,221,2020-03-16,2023-08-15,1004719,2.3
1003537,PIMCO Income Strategy Fund II,Stand-up,282,2023-01-08,2024-04-28,1000464,1.6
1003538,PowerShares DWA Developed Markets Momentum Portfolio,Concert,179,2022-05-14,2025-02-26,1003298,1.4
1003539,First South Bancorp Inc,Concert,269,2022-06-06,2025-03-28,1000599,2.5
1003540,"Four Corners Property Trust, Inc.",Movie,88,2021-02-27,2024-06-08,1004453,2.8
1003541,"Amyris, Inc.",Stand-up,60,2021-05-13,2024-08-18,1001760,3.1
1003542,"PB Bancorp, Inc.",Movie,298,2018-12-24,2024-02-16,1004771,2.5
1003543,WisdomTree Western Asset Unconstrained Bond Fund,Play,220,2021-05-26,2025-08-25,1000325,2.2
1003544,"Apple Hospitality REIT, Inc.",Concert,133,2021-10-20,2024-03-10,1000514,4.9
1003545,"Global Blood Therapeutics, Inc.",Play,264,2016-12-05,2025-03-25,1004642,3.7
1003546,Taylor Morrison Home Corporation,Play,148,2019-09-16,2024-08-12,1002778,3.2
1003547,"Reis, Inc",Concert,32,2015-12-08,2025-02-09,1002521,1.7
1003548,Wayfair Inc.,Concert,207,2023-01-28,2025-10-02,1000867,1.7
1003549,Datawatch Corporation,Concert,203,2022-05-11,2024-11-23,1004839,1.2
1003550,Quanex Building Products Corporation,Play,170,2023-03-02,2025-10-22,1002344,4.9
1003551,"Cirrus Logic, Inc.",Stand-up,148,2021-01-17,2024-12-24,1000710,3.3
1003552,"M/I Homes, Inc.",Movie,281,2017-10-05,2023-08-27,1000679,2.0
1003553,Orange,Movie,189,2021-05-15,2025-08-18,1003043,4.2
1003554,"PB Bancorp, Inc.",Movie,241,2022-03-03,2024-12-03,1001958,2.6
1003555,Anadarko Petroleum Corporation,Play,140,2017-05-31,2023-08-04,1003783,3.4
1003556,"Southwest Bancorp, Inc.",Stand-up,124,2018-07-09,2025-08-20,1001800,1.7
1003557,"First Community Bancshares, Inc.",Stand-up,86,2017-11-12,2024-06-20,1003464,3.6
