rent_id,event_id,rent_price,rent_duration,available
1001995,1003793,104,145,f
1001996,1002193,97,2,f
1001997,1003023,219,7,f
1001998,1003161,109,2,t
1001999,1001572,189,28,t
1002000,1000113,178,4,f
1002001,1003173,780,1,t
1002002,1001594,492,2,f
1002003,1004152,444,14,t
1002004,1002027,663,3,t
1002005,1001748,442,3,f
1002006,1001204,577,7,f
1002007,1004301,13,28,f
1002008,1002495,311,365,f
1002009,1004590,790,4,t
1002010,1000946,439,2,f
1002011,1003574,612,5,f
1002012,1001111,788,365,f
1002013,1000784,993,2,f
1002014,1002092,16,14,t
1002015,1000068,985,3,t
1002016,1004366,140,5,f
1002017,1002596,478,145,t
1002018,1001072,95,145,f
1002019,1003082,422,3,t
1002020,1002628,767,2,t
1002021,1000759,679,4,t
1002022,1002752,116,2,f
1002023,1000704,81,1,t
1002024,1003314,231,3,f
1002025,1001504,931,145,t
1002026,1002071,378,365,t
1002027,1003664,869,3,t
1002028,1001508,892,3,t
1002029,1003603,206,7,t
1002030,1004269,579,1,t
1002031,1004899,975,145,f
1002032,1004907,146,3,f
1002033,1001421,545,7,t
1002034,1003449,73,1,f
1002035,1001410,606,5,f
1002036,1001232,10,2,f
1002037,1001265,72,5,t
1002038,1002044,388,2,f
1002039,1000987,935,1,f
1002040,1004106,364,7,t
1002041,1004648,827,14,t
1002042,1003012,512,145,f
1002043,1001453,429,5,f
1002044,1003384,374,14,t
1002045,1002865,547,7,f
1002046,1000148,192,145,t
1002047,1004255,277,1,t
1002048,1003748,668,1,t
1002049,1000908,598,28,f
1002050,1001371,613,365,f
1002051,1002372,439,4,f
1002052,1004023,864,4,t
1002053,1004195,651,7,f
1002054,1002567,141,14,t
1002055,1003835,18,3,t
1002056,1002211,746,1,f
1002057,1000334,829,7,t
1002058,1004333,815,4,f
1002059,1004114,58,7,t
1002060,1004853,780,7,t
1002061,1001771,859,4,t
1002062,1004380,291,3,f
1002063,1001061,492,14,f
1002064,1003373,811,2,f
1002065,1000030,282,145,f
1002066,1002486,560,7,t
1002067,1001685,680,3,t
1002068,1000684,137,14,t
1002069,1001399,369,5,t
1002070,1002968,460,145,f
1002071,1002261,8,365,t
1002072,1001744,561,4,f
1002073,1000260,331,1,f
1002074,1003782,679,14,t
1002075,1001355,777,2,t
1002076,1001895,959,1,f
1002077,1001119,133,14,t
1002078,1002928,578,28,f
1002079,1004968,680,2,f
1002080,1001169,877,2,f
1002081,1002141,368,28,t
1002082,1000055,842,5,f
1002083,1002820,119,1,f
1002084,1002467,925,3,f
1002085,1000826,192,5,t
1002086,1001184,53,145,t
1002087,1000831,450,145,t
1002088,1004156,244,2,f
1002089,1001305,940,365,t
1002090,1003454,123,14,f
1002091,1004154,658,28,t
1002092,1001292,821,7,f
1002093,1000599,561,3,t
1002094,1000921,91,2,t
1002095,1003593,716,2,f
1002096,1004098,268,2,t
1002097,1003628,869,5,t
1002098,1002709,155,5,f
1002099,1002217,337,5,t
1002100,1004759,562,4,t
1002101,1002790,624,365,t
1002102,1000919,671,1,f
1002103,1002138,372,28,t
1002104,1003651,83,4,f
1002105,1002611,167,365,t
1002106,1004799,117,3,t
1002107,1003160,179,3,t
1002108,1001215,280,14,f
1002109,1000123,527,28,t
1002110,1000371,484,2,t
1002111,1002414,300,365,f
1002112,1004245,182,7,t
1002113,1003143,830,7,f
1002114,1004054,418,7,t
1002115,1002860,583,145,f
1002116,1002398,660,3,f
1002117,1004637,228,7,t
1002118,1004385,900,5,t
1002119,1001979,914,3,t
1002120,1001416,144,28,f
1002121,1003750,331,365,t
1002122,1001292,411,365,t
1002123,1003085,318,5,f
1002124,1002579,267,7,f
1002125,1003842,254,1,t
1002126,1004529,545,28,t
1002127,1002658,504,365,t
1002128,1003619,51,7,f
1002129,1000031,197,3,f
1002130,1004799,611,7,f
1002131,1002817,886,145,t
1002132,1000293,797,1,f
1002133,1000141,611,365,f
1002134,1002524,614,1,t
1002135,1004048,68,28,t
1002136,1002395,340,7,f
1002137,1001406,635,3,f
1002138,1003260,942,5,f
1002139,1003257,670,3,t
1002140,1003502,599,365,f
1002141,1004199,836,2,t
1002142,1003627,597,1,t
1002143,1004215,716,7,f
1002144,1002157,310,2,t
1002145,1004750,870,28,t
1002146,1003754,6,7,f
1002147,1003039,648,145,t
1002148,1000655,469,3,t
1002149,1001374,726,4,f
1002150,1003425,631,365,f
1002151,1004548,872,365,f
1002152,1003698,261,5,f
1002153,1003128,152,1,f
1002154,1000562,266,365,t
1002155,1000979,804,365,t
1002156,1001557,744,2,t
1002157,1004087,743,28,f
1002158,1003526,798,365,t
1002159,1004039,827,2,f
1002160,1003096,279,2,f
1002161,1002982,987,5,t
1002162,1003590,505,14,f
1002163,1001900,451,3,f
1002164,1001006,187,14,f
1002165,1003184,259,2,t
1002166,1004943,832,2,t
1002167,1004351,57,365,t
1002168,1002233,59,7,f
1002169,1000771,941,14,f
1002170,1003285,646,3,t
1002171,1003091,650,365,f
1002172,1003053,940,28,f
1002173,1002335,944,4,t
1002174,1002980,645,3,t
1002175,1002140,834,2,t
1002176,1004465,607,28,f
1002177,1000349,913,145,t
1002178,1000447,657,1,t
1002179,1000093,141,1,t
1002180,1004772,372,3,t
1002181,1000588,65,145,t
1002182,1000529,245,1,t
1002183,1003174,530,145,f
1002184,1002936,617,4,t
1002185,1001942,610,7,t
1002186,1003937,713,7,t
1002187,1001476,260,1,t
1002188,1002063,504,3,f
1002189,1002813,63,365,f
1002190,1000549,119,365,t
1002191,1002030,394,7,f
1002192,1002469,814,4,f
1002193,1002763,114,2,f
1002194,1003139,266,7,f
1002195,1001158,632,7,t
1002196,1002753,448,145,f
1002197,1002711,571,145,f
1002198,1003011,797,365,t
1002199,1000864,855,5,f
1002200,1000448,693,145,f
1002201,1001210,171,14,f
1002202,1003855,771,14,f
1002203,1002849,313,365,t
1002204,1000161,149,5,t
1002205,1000141,991,7,f
1002206,1001114,690,1,t
1002207,1003137,835,2,t
1002208,1003806,575,4,t
1002209,1002027,251,7,t
1002210,1002708,204,3,t
1002211,1000936,279,28,f
1002212,1000650,561,14,f
1002213,1000112,440,7,t
1002214,1003904,344,28,f
1002215,1001861,704,14,t
1002216,1001552,110,365,t
1002217,1002274,739,2,t
1002218,1002449,363,3,f
1002219,1002761,42,145,f
1002220,1004136,509,1,t
1002221,1003891,823,5,t
1002222,1000550,789,2,f
1002223,1002959,813,145,f
1002224,1000405,611,3,f
1002225,1003107,89,3,f
1002226,1003520,45,7,t
1002227,1002171,239,2,f
1002228,1004062,578,7,f
1002229,1003727,938,28,f
1002230,1000947,802,145,t
1002231,1003270,190,3,f
1002232,1000002,820,3,f
1002233,1004057,593,5,f
1002234,1002109,91,14,t
1002235,1001830,360,3,t
1002236,1000847,151,14,t
1002237,1003165,131,7,f
1002238,1000255,195,7,t
1002239,1002356,586,28,f
1002240,1003382,437,4,f
1002241,1004881,261,28,f
1002242,1003806,353,28,t
1002243,1003387,914,5,f
1002244,1002618,795,14,t
1002245,1004067,778,365,t
1002246,1001959,20,28,f
1002247,1002830,551,7,t
1002248,1001909,626,4,f
1002249,1002403,898,14,f
1002250,1004052,525,2,t
1002251,1004682,942,5,f
1002252,1001908,756,365,f
1002253,1001253,222,5,t
1002254,1000774,671,28,t
1002255,1002484,785,3,f
1002256,1004445,428,4,t
1002257,1003949,479,14,t
1002258,1002853,65,5,t
1002259,1004388,990,1,t
1002260,1003602,807,145,f
1002261,1003932,460,7,t
1002262,1002873,410,4,t
1002263,1004868,723,1,t
1002264,1003866,154,14,f
1002265,1000767,574,1,t
1002266,1004223,852,2,t
1002267,1001706,878,3,t
1002268,1001902,433,145,t
1002269,1003607,136,145,t
1002270,1003697,136,14,t
1002271,1002418,724,28,f
1002272,1002747,857,4,t
1002273,1002834,311,14,f
1002274,1001388,662,1,f
1002275,1004176,934,28,t
1002276,1000517,564,28,f
1002277,1000116,62,7,t
1002278,1004883,679,1,t
1002279,1003327,932,365,t
1002280,1000154,52,1,f
1002281,1001557,134,5,f
1002282,1003125,704,7,t
1002283,1004868,897,145,f
1002284,1002092,361,365,t
1002285,1002514,687,3,f
1002286,1002961,416,3,f
1002287,1003550,952,14,t
1002288,1004147,237,365,t
1002289,1001661,343,14,t
1002290,1004919,818,2,t
1002291,1004938,759,365,t
1002292,1004396,147,7,t
1002293,1001864,667,1,f
1002294,1004698,518,1,f
1002295,1001798,667,1,t
1002296,1003867,873,145,f
1002297,1001686,279,145,t
1002298,1000005,288,145,f
1002299,1004130,531,28,t
1002300,1000414,359,3,t
1002301,1000067,422,7,t
1002302,1003591,392,28,t
1002303,1001063,966,365,f
1002304,1000478,977,14,f
1002305,1000920,430,3,f
1002306,1000745,303,14,t
1002307,1001437,324,5,t
1002308,1002996,82,365,t
1002309,1004518,699,1,f
1002310,1002961,701,4,f
1002311,1001087,304,7,f
1002312,1001046,677,14,f
1002313,1000780,233,14,f
1002314,1004593,258,28,f
1002315,1000691,6,365,t
1002316,1002112,880,3,f
1002317,1002159,633,3,f
1002318,1003103,684,5,f
1002319,1002683,451,28,t
1002320,1002907,760,3,t
1002321,1003939,533,4,f
1002322,1000404,805,3,f
1002323,1004967,905,28,f
1002324,1000214,302,14,f
1002325,1002520,288,145,t
1002326,1003834,180,14,t
1002327,1001594,450,3,t
1002328,1003398,993,7,t
1002329,1001109,104,7,f
1002330,1002565,981,14,t
1002331,1001572,897,4,t
1002332,1003241,736,7,f
1002333,1000575,216,1,f
1002334,1004295,833,145,f
1002335,1004615,810,7,f
1002336,1003757,354,3,f
1002337,1001995,626,145,t
1002338,1001961,513,365,f
1002339,1001469,265,28,t
1002340,1003216,268,5,t
1002341,1004231,976,7,t
1002342,1002868,53,1,f
1002343,1004033,227,4,f
1002344,1003857,966,14,t
1002345,1001021,460,4,t
1002346,1003814,476,4,f
1002347,1001605,762,145,f
1002348,1002250,318,145,f
1002349,1000435,149,1,f
1002350,1002510,227,4,f
1002351,1003938,972,7,f
1002352,1003510,56,14,t
1002353,1004835,422,28,f
1002354,1000007,264,365,t
1002355,1002794,792,145,t
1002356,1000680,526,14,f
1002357,1000940,118,5,f
1002358,1001930,635,2,t
1002359,1004797,257,5,f
1002360,1002060,256,5,f
1002361,1001414,459,5,t
1002362,1002910,81,14,f
1002363,1001052,641,7,t
1002364,1003082,97,145,f
1002365,1004207,280,14,t
1002366,1003448,576,14,t
1002367,1003900,334,7,t
1002368,1004437,550,7,f
1002369,1000771,603,7,t
1002370,1000532,268,3,f
1002371,1000841,618,28,t
1002372,1003714,814,145,f
1002373,1004221,761,5,t
1002374,1000858,822,14,f
1002375,1002972,267,4,t
1002376,1000041,75,7,t
1002377,1003313,555,3,f
1002378,1000661,35,28,t
1002379,1002989,838,1,f
1002380,1003161,592,145,t
1002381,1004786,419,2,t
1002382,1002562,776,1,t
1002383,1003522,951,14,f
1002384,1001341,899,28,f
1002385,1004486,60,14,t
1002386,1002621,327,145,f
1002387,1004556,382,3,t
1002388,1002187,769,365,f
1002389,1003080,314,3,t
1002390,1003007,865,145,f
1002391,1001417,825,7,f
1002392,1001297,116,2,t
1002393,1001841,104,28,f
1002394,1003705,882,14,f
1002395,1001602,854,14,t
1002396,1004164,624,4,f
1002397,1003694,930,2,t
1002398,1003413,612,365,t
1002399,1004310,723,28,t
1002400,1001444,322,14,t
1002401,1003674,47,2,f
1002402,1002217,731,3,t
1002403,1001831,81,1,f
1002404,1003098,573,4,f
1002405,1004166,481,365,t
1002406,1004088,999,145,f
1002407,1004292,364,14,t
1002408,1001888,255,7,t
1002409,1001059,727,3,f
1002410,1000181,273,14,t
1002411,1004647,479,365,f
1002412,1001542,923,145,f
1002413,1000885,454,5,f
1002414,1000952,920,7,f
1002415,1004998,886,1,f
1002416,1002887,27,145,f
1002417,1000942,988,2,t
1002418,1003159,558,2,f
1002419,1002537,882,3,f
1002420,1001165,751,28,f
1002421,1002290,38,2,f
1002422,1003394,79,2,t
1002423,1001669,439,365,t
1002424,1001324,642,4,t
1002425,1003163,298,2,t
1002426,1004037,383,145,f
1002427,1004844,940,3,f
1002428,1002763,465,1,t
1002429,1000814,84,28,f
1002430,1003612,341,365,t
1002431,1004092,235,365,t
1002432,1004292,734,7,t
1002433,1002456,380,14,t
1002434,1001490,987,14,f
1002435,1004370,883,145,t
1002436,1003660,284,1,t
1002437,1001884,579,5,t
1002438,1004218,720,14,t
1002439,1000123,793,365,f
1002440,1003006,546,28,f
1002441,1002246,83,4,f
1002442,1003353,118,5,t
1002443,1000040,338,1,t
1002444,1004123,936,365,f
1002445,1003910,465,365,f
1002446,1004829,918,14,f
1002447,1002635,23,3,f
1002448,1001701,680,1,f
1002449,1004929,922,1,f
1002450,1001470,10,365,t
1002451,1003110,694,5,t
1002452,1003440,875,365,f
1002453,1004356,482,4,t
1002454,1000734,619,28,t
1002455,1004348,999,7,t
1002456,1003197,605,28,f
1002457,1002560,749,5,f
1002458,1000628,601,4,t
1002459,1000168,791,365,f
1002460,1000488,214,28,t
1002461,1000116,926,14,t
1002462,1003186,94,365,f
1002463,1002707,629,28,f
1002464,1000434,721,365,f
1002465,1001475,848,28,f
1002466,1001530,93,1,f
1002467,1000035,608,145,f
1002468,1004261,406,5,t
1002469,1000213,348,365,t
1002470,1001139,312,365,f
1002471,1000852,239,14,t
1002472,1004981,173,28,t
1002473,1000910,177,1,f
1002474,1001122,766,145,f
1002475,1004652,182,7,f
1002476,1003315,902,365,t
1002477,1002790,58,5,f
1002478,1004904,701,2,f
1002479,1000705,670,2,f
1002480,1001969,657,4,f
1002481,1000017,876,145,f
1002482,1004482,560,2,f
1002483,1004279,572,7,f
1002484,1002022,847,2,f
1002485,1004593,173,3,f
1002486,1003408,163,4,t
1002487,1004932,309,5,t
1002488,1000149,738,2,t
1002489,1004934,426,145,t
1002490,1000460,835,3,t
1002491,1000346,808,2,f
1002492,1003507,933,7,f
1002493,1004578,702,14,t
1002494,1002478,476,14,f
1002495,1002002,659,4,t
1002496,1004055,418,5,f
1002497,1004632,872,3,f
1002498,1003398,519,2,t
1002499,1002883,807,1,t
1002500,1003998,620,14,f
1002501,1003005,881,28,f
1002502,1002927,807,1,f
1002503,1003362,841,2,t
1002504,1001142,670,4,f
1002505,1003317,233,28,f
1002506,1000464,636,1,t
1002507,1000617,255,28,f
1002508,1002340,360,1,t
1002509,1004130,84,2,t
1002510,1001688,124,3,f
1002511,1000239,983,2,t
1002512,1002216,669,1,f
1002513,1004384,14,28,t
1002514,1000432,130,365,f
1002515,1002626,549,3,f
1002516,1000378,607,5,t
1002517,1002483,277,5,f
1002518,1000886,373,2,f
1002519,1002916,535,3,t
1002520,1000172,171,28,t
1002521,1004057,907,5,f
1002522,1004755,407,7,f
1002523,1004243,627,4,t
1002524,1003680,445,1,f
1002525,1001743,363,14,t
1002526,1001883,515,4,f
1002527,1000332,883,2,f
1002528,1000874,622,7,f
1002529,1000552,244,3,f
1002530,1001279,785,28,t
1002531,1002045,355,4,t
1002532,1000760,208,2,f
1002533,1001410,340,1,t
1002534,1002626,286,7,t
1002535,1004511,951,365,t
1002536,1000874,891,145,f
1002537,1001617,387,145,f
1002538,1004355,786,5,f
1002539,1001685,36,7,f
1002540,1001009,545,4,t
1002541,1004334,928,7,t
1002542,1000367,296,1,f
1002543,1001047,157,14,f
1002544,1002012,238,7,t
1002545,1003419,673,1,f
1002546,1003637,520,28,t
1002547,1001018,107,7,t
1002548,1000741,862,5,t
1002549,1004008,957,365,t
1002550,1001240,247,14,f
1002551,1003892,42,7,t
1002552,1002865,119,2,t
1002553,1003729,952,2,t
1002554,1001311,614,145,t
1002555,1002180,29,365,f
1002556,1000980,199,3,t
1002557,1001869,928,4,t
1002558,1003317,713,145,t
1002559,1001813,6,145,t
1002560,1002848,856,365,f
1002561,1002344,282,145,f
1002562,1004983,780,14,f
1002563,1002782,623,7,f
1002564,1002966,894,4,f
1002565,1003022,409,145,f
1002566,1000448,177,145,t
1002567,1004507,385,4,t
1002568,1004209,693,28,t
1002569,1000896,279,145,t
1002570,1004892,871,3,t
1002571,1003850,994,145,f
1002572,1003365,535,2,t
1002573,1003713,730,4,f
1002574,1000775,619,7,f
1002575,1001842,66,4,t
1002576,1002044,932,7,t
1002577,1004284,427,3,t
1002578,1004359,805,7,f
1002579,1002474,579,14,t
1002580,1004292,627,145,t
1002581,1004557,403,365,t
1002582,1002031,734,14,t
1002583,1003268,894,4,f
1002584,1000089,768,365,t
1002585,1004692,535,14,f
1002586,1001365,224,7,f
1002587,1003984,579,4,t
1002588,1004787,96,5,t
1002589,1001523,120,3,t
1002590,1001739,737,5,f
1002591,1001853,648,3,f
1002592,1002840,444,3,t
1002593,1003486,920,145,f
1002594,1004477,592,28,f
1002595,1002481,470,4,f
1002596,1003037,42,365,f
1002597,1000238,520,28,t
1002598,1003130,740,1,t
1002599,1004861,964,2,f
1002600,1003954,686,14,t
1002601,1004870,188,2,f
1002602,1004423,919,145,f
1002603,1002853,919,4,f
1002604,1001752,417,3,t
1002605,1003623,599,7,f
1002606,1000629,922,14,f
1002607,1001798,195,1,t
1002608,1001234,972,2,f
1002609,1002916,532,14,t
1002610,1002331,422,28,t
1002611,1003897,510,5,t
1002612,1001105,408,365,t
1002613,1004847,262,14,f
1002614,1004480,195,7,f
1002615,1002555,265,28,f
1002616,1002996,327,28,f
1002617,1001930,151,1,t
1002618,1003980,333,14,f
1002619,1003523,281,14,t
1002620,1004092,236,145,t
1002621,1004298,468,1,f
1002622,1001966,823,1,t
1002623,1000084,830,14,f
1002624,1000219,307,2,t
1002625,1003314,94,1,f
1002626,1003398,834,7,f
1002627,1001150,30,4,f
1002628,1002044,151,28,t
1002629,1003658,672,14,t
1002630,1003133,52,28,t
1002631,1004632,338,14,t
1002632,1000093,769,5,t
1002633,1001028,93,28,t
1002634,1003553,162,365,f
1002635,1004297,47,28,t
1002636,1002164,184,2,f
1002637,1000775,958,28,f
1002638,1004443,670,5,t
1002639,1004460,497,1,t
1002640,1004416,560,4,t
1002641,1001959,189,28,t
1002642,1000131,17,7,f
1002643,1001872,109,28,t
1002644,1001023,65,7,t
1002645,1000448,176,5,f
1002646,1003680,363,3,f
1002647,1003347,892,14,f
1002648,1001552,92,7,f
1002649,1004724,78,14,f
1002650,1003883,669,145,f
1002651,1000638,818,145,t
1002652,1004562,368,2,t
1002653,1001203,144,28,f
1002654,1001447,854,5,f
1002655,1003547,182,4,f
1002656,1003209,855,14,f
1002657,1003100,845,145,t
1002658,1004465,455,2,t
1002659,1000523,428,28,t
1002660,1002000,631,28,t
1002661,1004272,394,2,t
1002662,1002986,318,5,t
1002663,1000570,261,5,f
1002664,1000650,779,3,f
1002665,1003309,675,7,t
1002666,1004821,38,14,f
1002667,1003412,397,1,t
1002668,1002879,809,5,f
1002669,1002693,329,365,t
1002670,1000400,837,1,t
1002671,1003510,555,145,t
1002672,1000656,106,5,f
1002673,1004508,504,2,f
1002674,1003633,595,2,t
1002675,1003593,971,145,f
1002676,1001422,733,3,t
1002677,1004037,723,1,t
1002678,1003283,427,5,t
1002679,1001357,844,14,t
1002680,1001863,661,14,f
1002681,1004613,554,1,t
1002682,1000969,677,365,t
1002683,1002738,669,28,t
1002684,1003072,297,4,f
1002685,1001050,650,28,f
1002686,1000211,206,1,f
1002687,1004568,131,365,f
1002688,1004181,818,7,t
1002689,1001727,133,5,f
1002690,1001515,151,28,f
1002691,1004412,130,28,f
1002692,1000859,485,7,f
1002693,1000275,369,28,f
1002694,1002290,215,28,t
1002695,1000361,118,3,f
1002696,1003319,461,2,t
1002697,1003063,142,1,f
1002698,1003152,117,3,t
1002699,1002072,872,2,f
1002700,1001363,175,365,f
1002701,1000569,997,3,f
1002702,1002004,26,5,f
1002703,1000714,930,7,f
1002704,1002483,364,365,f
1002705,1004936,421,1,f
1002706,1000807,552,365,f
1002707,1003628,245,7,t
1002708,1003194,578,1,t
1002709,1002789,521,5,f
1002710,1002050,594,14,f
1002711,1001190,330,28,f
1002712,1003027,281,14,f
1002713,1003615,594,28,t
1002714,1002370,110,7,f
1002715,1001595,529,7,f
1002716,1003091,217,4,t
1002717,1000417,266,1,f
1002718,1004562,813,1,t
1002719,1001139,179,145,t
1002720,1000712,630,1,t
1002721,1004614,178,3,f
1002722,1000784,192,28,f
1002723,1000797,905,3,f
1002724,1000770,39,3,t
1002725,1004265,835,28,f
1002726,1004824,633,3,f
1002727,1001647,906,5,f
1002728,1004237,960,5,f
1002729,1004876,178,365,t
1002730,1001508,92,365,f
1002731,1000753,605,4,t
1002732,1002807,539,7,f
1002733,1003567,579,28,f
1002734,1004743,315,1,t
1002735,1001889,860,3,t
1002736,1003059,795,5,f
1002737,1001031,925,4,t
1002738,1004076,899,2,t
1002739,1004173,39,365,t
1002740,1000805,410,5,t
1002741,1004812,494,14,f
1002742,1004237,864,365,t
1002743,1001405,969,2,t
1002744,1000616,345,145,f
1002745,1000591,443,28,f
1002746,1004153,685,365,t
1002747,1002974,747,1,t
1002748,1004879,285,145,f
1002749,1000640,784,28,f
1002750,1002681,233,3,f
1002751,1004872,649,5,f
1002752,1003065,106,1,t
1002753,1003977,796,3,t
1002754,1000148,973,2,f
1002755,1001157,961,1,t
1002756,1004305,794,2,t
1002757,1001849,371,5,t
1002758,1003957,530,1,f
1002759,1003963,451,365,f
1002760,1003688,284,5,f
1002761,1004019,942,5,t
1002762,1000309,701,28,f
1002763,1001862,495,14,t
1002764,1001170,404,5,t
1002765,1002802,977,28,t
1002766,1002826,21,365,f
1002767,1003456,844,2,f
1002768,1002231,427,145,t
1002769,1004657,418,7,f
1002770,1000021,955,3,t
1002771,1000821,279,14,t
1002772,1003372,273,4,f
1002773,1002080,675,2,t
1002774,1004045,998,4,t
1002775,1004652,636,3,f
1002776,1003136,105,7,t
1002777,1004377,15,28,t
1002778,1000869,572,145,f
1002779,1000513,684,4,t
1002780,1002544,915,3,t
1002781,1000521,249,145,f
1002782,1003910,251,14,f
1002783,1003028,569,2,f
1002784,1003862,680,5,f
1002785,1001288,680,14,f
1002786,1002153,618,145,f
1002787,1003334,742,365,t
1002788,1001116,554,14,f
1002789,1003228,902,3,t
1002790,1001908,552,4,t
1002791,1000827,532,145,t
1002792,1003414,690,4,t
1002793,1003980,875,365,f
1002794,1002289,42,7,t
1002795,1004855,577,14,f
1002796,1004996,559,5,t
1002797,1000098,314,5,f
1002798,1002905,239,7,f
1002799,1000073,681,5,f
1002800,1000534,608,14,t
1002801,1003078,68,145,f
1002802,1003039,93,5,t
1002803,1000874,691,28,t
1002804,1004152,105,5,f
1002805,1001672,976,145,t
1002806,1003586,589,28,t
1002807,1001995,946,28,t
1002808,1000223,746,28,t
1002809,1002914,11,5,f
1002810,1002767,965,4,t
1002811,1004648,544,2,f
1002812,1004329,994,5,f
1002813,1003539,365,7,t
1002814,1002722,532,1,f
1002815,1001972,96,4,t
1002816,1002637,884,145,f
1002817,1002294,844,14,t
1002818,1003374,413,14,f
1002819,1000171,402,365,t
1002820,1003992,508,1,t
1002821,1003391,560,365,t
1002822,1000642,825,145,t
1002823,1003933,367,7,t
1002824,1003713,893,7,f
1002825,1001045,891,4,t
1002826,1002267,771,28,f
1002827,1002897,23,3,t
1002828,1003292,160,5,t
1002829,1004784,937,1,t
1002830,1002124,420,3,t
1002831,1002401,715,3,f
1002832,1000748,358,365,t
1002833,1004051,822,2,t
1002834,1004109,812,4,f
1002835,1003870,136,365,f
1002836,1003945,250,145,t
1002837,1003532,567,7,t
1002838,1002303,707,5,f
1002839,1003848,576,3,f
1002840,1004232,19,7,t
1002841,1002063,75,4,f
1002842,1000762,604,14,f
1002843,1003328,87,5,t
1002844,1002207,925,14,f
1002845,1000602,234,365,f
1002846,1002766,654,14,t
1002847,1004974,763,28,f
1002848,1002207,343,28,t
1002849,1003232,972,2,t
1002850,1004899,574,365,t
1002851,1004301,466,4,f
1002852,1001028,885,14,t
1002853,1001140,218,2,t
1002854,1000603,54,365,t
1002855,1003777,167,28,f
1002856,1001004,828,7,t
1002857,1002012,421,7,t
1002858,1003153,429,14,f
1002859,1000170,981,365,t
1002860,1002887,968,3,t
1002861,1004772,751,145,t
1002862,1003286,153,4,t
1002863,1002232,189,4,t
1002864,1000819,774,145,t
1002865,1004646,567,7,f
1002866,1004512,118,145,t
1002867,1002937,641,4,f
1002868,1003841,336,3,t
1002869,1002853,55,7,t
1002870,1004716,798,365,t
1002871,1002536,870,1,f
1002872,1000903,972,5,f
1002873,1002027,953,145,t
1002874,1004521,837,2,f
1002875,1002075,25,28,t
1002876,1003519,224,7,f
1002877,1004861,341,7,t
1002878,1000037,127,1,t
1002879,1002171,444,28,f
1002880,1001433,968,3,t
1002881,1001298,300,28,t
1002882,1004656,329,14,f
1002883,1000451,136,365,f
1002884,1000775,708,7,f
1002885,1001661,62,4,f
1002886,1003393,468,145,f
1002887,1004742,247,28,t
1002888,1000763,81,14,f
1002889,1001049,491,5,t
1002890,1004685,273,145,t
1002891,1003900,160,365,t
1002892,1003311,709,7,f
1002893,1000306,603,145,t
1002894,1003451,905,3,f
1002895,1000384,200,2,t
1002896,1001644,312,3,t
1002897,1000338,53,14,f
1002898,1004582,811,3,t
1002899,1001790,672,7,t
1002900,1003088,77,1,t
1002901,1000342,149,7,f
1002902,1003429,464,7,f
1002903,1001100,319,3,t
1002904,1002168,217,5,f
1002905,1004501,51,3,f
1002906,1002920,505,7,t
1002907,1002530,881,1,t
1002908,1004813,279,145,t
1002909,1003088,274,2,f
1002910,1002072,393,365,f
1002911,1001580,182,2,t
1002912,1000405,99,3,t
1002913,1001998,246,5,f
1002914,1002245,976,7,t
1002915,1003405,930,14,f
1002916,1003506,54,365,f
1002917,1001338,723,3,t
1002918,1003197,471,3,f
1002919,1004650,139,7,t
1002920,1004837,158,1,t
1002921,1004365,964,7,t
1002922,1001229,44,365,t
1002923,1001088,893,5,t
1002924,1000750,84,1,t
1002925,1003880,441,145,f
1002926,1001285,869,5,t
1002927,1001470,321,28,t
1002928,1002334,907,365,f
1002929,1001974,382,28,f
1002930,1002132,989,4,f
1002931,1004075,679,14,f
1002932,1001612,119,2,t
1002933,1002126,285,28,t
1002934,1003248,41,145,f
1002935,1004731,143,28,f
1002936,1002517,465,145,t
1002937,1001794,239,4,t
1002938,1004401,620,14,f
1002939,1002446,953,7,t
1002940,1004596,69,7,t
1002941,1001915,738,365,t
1002942,1003555,636,145,t
1002943,1004326,931,3,f
1002944,1000389,270,365,t
1002945,1000081,247,2,t
1002946,1001323,400,4,t
1002947,1004352,397,145,f
1002948,1004360,831,145,t
1002949,1003333,399,5,t
1002950,1004540,261,14,t
1002951,1004168,65,7,f
1002952,1000676,492,365,f
1002953,1000758,436,7,f
1002954,1004221,949,365,f
1002955,1002486,711,3,f
1002956,1000199,583,14,t
1002957,1003634,43,2,f
1002958,1003784,93,2,t
1002959,1000738,884,7,t
1002960,1004714,162,365,f
1002961,1003796,996,3,t
1002962,1004797,988,28,f
1002963,1003785,498,7,f
1002964,1003255,817,3,f
1002965,1004094,352,1,f
1002966,1000800,552,365,f
1002967,1004103,651,2,t
1002968,1000189,80,145,t
1002969,1001137,808,4,f
1002970,1003829,751,4,t
1002971,1004124,182,5,t
1002972,1001995,356,145,f
1002973,1001700,227,1,t
1002974,1000387,979,7,f
1002975,1000746,604,4,f
1002976,1001464,685,145,f
1002977,1004370,427,1,t
1002978,1004827,389,28,t
1002979,1000259,779,2,f
1002980,1001284,183,14,t
1002981,1000270,204,7,f
1002982,1004899,377,3,f
1002983,1000611,166,7,t
1002984,1002069,693,4,t
1002985,1002524,544,365,t
1002986,1001906,56,2,f
1002987,1003962,516,4,f
1002988,1003371,198,3,t
1002989,1003170,829,14,t
1002990,1002397,441,5,t
1002991,1002501,875,14,f
1002992,1002240,267,28,t
