venue_id,venue_name,address,zip_code,rating,company_id
1002313,Corry,5 Crescent Oaks Circle,77302,1.3,1004543
1002314,Claremont,70 Hoard Alley,22508,4.5,1003894
1002315,Nevada,2 Cherokee Hill,59542,4.1,1003205
1002316,3rd,09217 Kinsman Road,82838,2.0,1002717
1002317,Declaration,04 Marquette Hill,17582,3.2,1000760
1002318,Montana,00 Talisman Lane,2494,1.4,1000682
1002319,High Crossing,7 Forest Dale Court,83801,4.7,1002749
1002320,Rutledge,01327 Thackeray Place,83443,1.9,1000169
1002321,Center,092 Dottie Center,14568,1.4,1004285
1002322,Holy Cross,49 Stuart Crossing,71728,1.4,1000933
1002323,Elmside,4 Springview Circle,60457,2.0,1000060
1002324,Caliangt,1 Messerschmidt Parkway,68929,2.9,1004494
1002325,Del Mar,61 Miller Center,61376,4.4,1003296
1002326,High Crossing,85 South Way,49001,3.6,1001812
1002327,Village Green,04712 Shasta Point,67544,4.9,1004931
1002328,Loomis,49337 Vahlen Crossing,4662,3.8,1003487
1002329,Debs,317 Marquette Hill,51045,1.4,1003588
1002330,Huxley,691 Carey Parkway,98250,1.3,1001363
1002331,Victoria,34956 Bultman Pass,69358,4.2,1000428
1002332,Londonderry,8915 Mifflin Court,46102,3.6,1002024
1002333,Troy,24 Blue Bill Park Junction,78590,3.9,1002280
1002334,Lakeland,4 David Lane,37772,3.4,1002069
1002335,Arrowood,602 Elka Avenue,17557,4.8,1002087
1002336,Northfield,5 Michigan Terrace,82930,1.3,1000821
1002337,Pleasure,2 Rusk Junction,10705,1.7,1004870
1002338,South,7273 Holmberg Pass,29033,3.6,1003401
1002339,Hagan,932 Sycamore Place,37016,1.2,1002599
1002340,Dakota,18661 Lakewood Gardens Hill,50028,1.3,1002119
1002341,Holmberg,713 Carberry Way,35464,1.6,1002066
1002342,Hayes,47 Corry Parkway,44610,3.6,1002875
1002343,Ruskin,50952 Brickson Park Trail,72030,2.2,1003007
1002344,Larry,19775 Thackeray Alley,50542,4.3,1004940
1002345,Glacier Hill,5 Eliot Road,75040,2.6,1003678
1002346,Messerschmidt,75576 Shoshone Hill,70754,2.7,1000591
1002347,Golden Leaf,94065 Anthes Alley,26629,2.6,1004519
1002348,Logan,1642 Michigan Circle,44140,3.5,1003136
1002349,Golden Leaf,88 Schurz Terrace,39218,1.8,1001434
1002350,Hallows,910 Northland Street,72035,2.5,1004687
1002351,Killdeer,14 Delladonna Way,17372,3.9,1003036
1002352,Bultman,4 Anzinger Park,38053,1.1,1002907
1002353,Moose,03868 Londonderry Street,32331,2.5,1003312
1002354,Sunnyside,7449 Forest Dale Parkway,78147,1.4,1000115
1002355,Porter,898 International Drive,97031,4.9,1001901
1002356,Browning,262 Old Shore Road,15061,4.7,1001929
1002357,2nd,0048 Pond Way,5154,5.0,1004106
1002358,Sage,2 Meadow Vale Street,62536,3.2,1001586
1002359,Blaine,4223 Hanover Crossing,62684,4.3,1000935
1002360,Kensington,94493 Scofield Terrace,27948,1.2,1003766
1002361,Vermont,40193 Tennyson Road,73722,4.1,1003352
1002362,Lerdahl,064 Clove Lane,3465,1.6,1004980
1002363,Cambridge,6 West Avenue,60652,1.5,1002037
1002364,Sunfield,4 Waxwing Plaza,17980,2.4,1004140
1002365,Welch,0689 Anthes Hill,43112,3.7,1001392
1002366,Sutherland,8845 Golf Course Court,5486,1.4,1001105
1002367,Heath,034 Chive Circle,39206,2.9,1001421
1002368,Truax,4 Maywood Drive,58310,2.4,1004225
1002369,Reindahl,6 Meadow Valley Alley,76885,2.4,1001610
1002370,Kedzie,994 Ronald Regan Drive,50264,3.5,1004277
1002371,Susan,4 Maywood Park,29150,2.9,1002744
1002372,Forest,9 Forster Pass,19348,4.9,1003612
1002373,Duke,7577 Manley Alley,68629,3.7,1002000
1002374,Carey,229 Kropf Plaza,24148,4.0,1000659
1002375,Basil,18 Ohio Pass,84128,1.1,1000879
1002376,Stephen,14 Harper Road,19126,4.7,1001940
1002377,Doe Crossing,52483 Hollow Ridge Circle,84027,1.1,1001207
1002378,Lake View,41 Almo Plaza,18834,4.5,1004196
1002379,Ramsey,9338 John Wall Way,31210,3.3,1000915
1002380,Swallow,706 Monterey Way,60123,4.1,1001625
1002381,School,4482 Barnett Street,5473,1.3,1001550
1002382,Grayhawk,05 Waywood Park,51002,2.1,1004231
1002383,Pankratz,06 Dawn Trail,68846,2.5,1000119
1002384,Garrison,7641 Petterle Way,30132,1.5,1003527
1002385,Rockefeller,81 Brown Park,25530,1.0,1000291
1002386,Heath,50978 Killdeer Parkway,96093,1.4,1002849
1002387,Parkside,92 Sutherland Place,14305,2.7,1002593
1002388,Glendale,0 Manitowish Place,50261,4.0,1004448
1002389,Dayton,79259 Thierer Alley,24620,3.6,1004283
1002390,Declaration,21 Bashford Plaza,19607,1.3,1000921
1002391,Walton,678 Kensington Circle,78565,3.2,1000388
1002392,Schmedeman,4927 Melody Plaza,41091,4.2,1004530
1002393,Schurz,2 Roxbury Plaza,64858,1.4,1001594
1002394,Amoth,750 Dayton Drive,76655,2.8,1003943
1002395,Harper,41503 Pennsylvania Hill,29693,3.2,1000463
1002396,Ramsey,01306 Starling Way,84118,3.9,1001742
1002397,2nd,0789 Vermont Street,4237,1.7,1000187
1002398,Colorado,162 Porter Way,96097,1.9,1000886
1002399,Loftsgordon,8 Farragut Circle,18011,4.6,1004438
1002400,Di Loreto,5 6th Parkway,68504,1.2,1000079
1002401,Hayes,9576 Calypso Place,23407,4.8,1002700
1002402,Eagle Crest,11 Loomis Plaza,68870,1.3,1004440
1002403,Sunfield,0516 Rowland Place,59501,2.3,1001235
1002404,Washington,0 Commercial Center,76842,2.8,1002399
1002405,Nancy,63153 Quincy Junction,73945,3.4,1002062
1002406,Golf Course,375 Linden Crossing,67849,2.4,1004411
1002407,Summer Ridge,80 Mallory Alley,72332,1.1,1000830
1002408,Golf Course,2 Brentwood Pass,38001,2.3,1001515
1002409,Merchant,61 Spaight Center,76060,1.5,1003451
1002410,Clarendon,5806 Monument Terrace,69046,1.4,1003206
1002411,Monica,395 Norway Maple Road,45142,4.1,1001320
1002412,Towne,77 Continental Park,32304,4.7,1003412
1002413,Graedel,597 Delladonna Alley,34945,3.2,1000761
1002414,Hagan,908 Onsgard Way,77036,3.4,1001898
1002415,Farwell,2 Kenwood Court,3062,3.1,1002616
1002416,Riverside,8 Caliangt Way,48607,2.0,1001461
1002417,Donald,6266 Union Road,56659,2.6,1003679
1002418,Sachs,046 Mosinee Hill,75476,1.1,1003901
1002419,Linden,44 East Trail,89142,1.6,1001692
1002420,High Crossing,8 Debs Point,64644,1.4,1004189
1002421,Maple Wood,44777 Westerfield Place,33809,1.3,1000231
1002422,Barnett,5247 Fair Oaks Center,21201,2.0,1001151
1002423,Northridge,90 Loomis Pass,3077,1.7,1002419
1002424,Hovde,8595 Michigan Place,18334,5.0,1000204
1002425,Buell,31 Lerdahl Avenue,91784,2.1,1004489
1002426,Starling,7 Toban Court,78212,1.4,1004624
1002427,New Castle,39 Lakewood Street,81325,3.8,1000689
1002428,Artisan,8110 Autumn Leaf Junction,67060,4.8,1002350
1002429,Rowland,1215 Holy Cross Point,38924,4.1,1000965
1002430,Continental,2721 Northport Way,5649,2.3,1001435
1002431,Barby,004 Macpherson Lane,62465,4.1,1000967
1002432,Maryland,4503 Sullivan Avenue,41612,1.6,1003379
1002433,Chinook,95 Shasta Crossing,62664,2.9,1000761
1002434,Surrey,2869 Jenna Drive,27881,3.5,1004655
1002435,Sunfield,4191 Anderson Hill,75114,2.9,1000977
1002436,Reinke,683 Coleman Parkway,83843,2.3,1002794
1002437,Jenifer,5238 Schlimgen Way,56670,1.4,1001650
1002438,Warbler,0030 Atwood Park,19090,1.2,1002362
1002439,Schiller,52 Hoard Court,84022,2.0,1003983
1002440,High Crossing,40 Cambridge Drive,80612,1.3,1003625
1002441,Carpenter,82352 Eliot Crossing,6456,3.1,1003891
1002442,Springs,5 Schurz Avenue,54448,2.5,1002263
1002443,Mariners Cove,91937 Portage Hill,50484,3.7,1001628
1002444,Talmadge,56 Melody Place,71724,1.4,1001754
1002445,Autumn Leaf,7 Roxbury Trail,45245,1.0,1004710
1002446,East,16 Mallard Circle,35548,1.6,1002533
1002447,Delaware,314 1st Pass,75574,4.6,1000571
1002448,Melvin,9 Delaware Place,41052,3.1,1001871
1002449,Havey,810 Drewry Center,87532,4.7,1004200
1002450,Jackson,590 Monument Hill,48103,4.0,1003080
1002451,Spohn,598 Carpenter Avenue,71301,1.0,1001821
1002452,Luster,1202 Onsgard Hill,32350,3.1,1003838
1002453,Florence,81 Lakeland Way,2140,3.9,1004719
1002454,Lake View,4753 Springs Avenue,53085,2.0,1001702
1002455,Hanson,975 Mandrake Circle,73650,1.6,1001620
1002456,Fremont,0 Drewry Pass,95046,2.3,1003757
1002457,Susan,4954 Corscot Road,75219,2.6,1004630
1002458,Farragut,2387 Dennis Crossing,29567,3.0,1002973
1002459,Cherokee,379 Lawn Avenue,1026,3.6,1000948
1002460,Pearson,6891 Grover Pass,85711,3.4,1001649
1002461,Maple,7 Maryland Point,13435,2.0,1001692
1002462,Melrose,6012 Waxwing Lane,54220,1.8,1000029
1002463,Jenifer,7 Swallow Drive,88435,4.9,1003419
1002464,Fairview,24235 Merrick Avenue,17976,4.3,1004258
1002465,Toban,805 Canary Lane,38054,3.5,1002529
1002466,Cottonwood,900 Scott Plaza,97637,3.9,1000110
1002467,Eliot,37023 Weeping Birch Circle,55003,2.8,1001236
1002468,Independence,6880 Jackson Pass,45669,4.8,1000434
1002469,Clove,44402 Red Cloud Crossing,3820,4.3,1000665
1002470,Toban,88320 Weeping Birch Street,17111,1.8,1002951
1002471,Fairfield,22931 Buell Avenue,40337,1.8,1003700
1002472,Buell,1616 Ilene Point,81248,2.6,1004998
1002473,Sunbrook,7617 Maywood Street,7421,2.6,1000583
1002474,Loomis,71657 Badeau Drive,28685,4.7,1004354
1002475,Blackbird,82496 Farmco Plaza,85043,4.3,1000424
1002476,Nelson,36724 Lerdahl Junction,12138,4.0,1003023
1002477,Hoffman,71443 La Follette Point,95914,1.4,1002002
1002478,Banding,800 Holmberg Crossing,63548,3.8,1000358
1002479,Eastwood,43 Nevada Alley,71225,4.6,1001319
1002480,Northwestern,586 6th Crossing,84752,2.1,1003177
1002481,Arkansas,5062 Donald Trail,48415,1.7,1001601
1002482,Forster,22 Orin Pass,28464,3.4,1002512
1002483,Superior,654 Bonner Way,1867,4.2,1001818
1002484,Green,14456 Shasta Crossing,70363,2.4,1003231
1002485,Commercial,5635 Harper Circle,65202,2.2,1003075
1002486,Fisk,684 Division Trail,76567,3.6,1000735
1002487,Florence,485 Becker Junction,32563,1.9,1002936
1002488,Fairview,44262 Gina Avenue,17262,3.9,1002506
1002489,Trailsway,854 Forster Hill,54806,1.9,1000467
1002490,Anthes,712 6th Plaza,88267,2.0,1003673
1002491,Transport,13445 Waywood Park,29409,1.2,1000176
1002492,Rieder,3367 Burning Wood Circle,13343,4.3,1000011
1002493,Anniversary,4 Londonderry Alley,34140,1.4,1003392
1002494,Roth,3 Jana Lane,50675,3.0,1004214
1002495,Cordelia,06584 Boyd Alley,69220,1.6,1003376
1002496,Namekagon,34943 Dunning Road,78250,3.4,1003948
1002497,Homewood,9572 Annamark Road,97541,3.1,1002604
1002498,Hermina,3 Artisan Way,49955,3.7,1004897
1002499,Oak Valley,2 Bluejay Street,82718,2.0,1002754
1002500,Delladonna,584 Ilene Alley,21798,4.2,1003492
1002501,Vermont,286 Victoria Street,60436,1.2,1000488
1002502,Ridgeway,52792 Lunder Circle,46617,1.7,1003078
1002503,Nevada,196 Sachtjen Terrace,87402,1.5,1002199
1002504,Russell,1243 Longview Point,49645,4.9,1002105
1002505,Lakewood Gardens,7 Transport Junction,93240,3.3,1004222
1002506,Kipling,7851 Cascade Street,56127,1.9,1003840
1002507,Hovde,76 Bay Trail,23418,1.2,1001056
1002508,Sycamore,4 Carberry Road,15126,2.8,1002648
1002509,Dawn,5897 Harper Alley,34952,1.6,1000551
1002510,Browning,37 Mandrake Parkway,23072,2.6,1002384
1002511,Stang,58677 Quincy Hill,24580,4.0,1002037
1002512,Ludington,6 Carpenter Drive,35775,2.5,1000097
1002513,Stuart,6 Sugar Avenue,93926,3.2,1004176
1002514,La Follette,7 Trailsway Street,22503,2.0,1000039
1002515,Vera,379 Bunting Parkway,36280,4.6,1002324
1002516,Parkside,0 Fuller Circle,28529,2.5,1001986
1002517,Stone Corner,6 Larry Park,57660,2.9,1000664
1002518,Pierstorff,977 Steensland Pass,15866,1.1,1001505
1002519,Golf,92 Golf Course Plaza,11096,4.1,1001230
1002520,8th,96 Lerdahl Street,75497,1.4,1003553
1002521,Golf,053 Cherokee Junction,31780,1.7,1003614
1002522,Dahle,3000 Twin Pines Hill,98576,3.5,1001809
1002523,Sherman,481 Fulton Court,77385,2.7,1004059
1002524,Sugar,8161 Schiller Place,97358,4.5,1004306
1002525,Briar Crest,589 Clemons Hill,97531,1.6,1004797
1002526,Sundown,785 Stang Crossing,90036,2.9,1001032
1002527,Springview,3327 Evergreen Crossing,72070,3.0,1000805
1002528,Laurel,40506 Mallard Plaza,19104,1.6,1004683
1002529,Clemons,97 Canary Court,11378,3.1,1004603
1002530,Independence,06635 Sutherland Center,30314,3.9,1002290
1002531,Lakeland,772 Clarendon Circle,61001,2.1,1000125
1002532,Macpherson,413 Continental Lane,35235,1.9,1002437
1002533,Oxford,9551 Sage Junction,77382,1.1,1003735
1002534,Northfield,787 Debra Alley,80425,3.1,1000952
1002535,Ridgeview,0792 Northport Lane,33837,3.1,1004563
1002536,Stuart,31357 6th Alley,20617,3.6,1004899
1002537,Darwin,39 Rieder Court,47971,1.2,1001254
1002538,Huxley,06535 Veith Road,48185,1.4,1001626
1002539,Birchwood,121 Golf View Park,12788,2.0,1001786
1002540,Acker,87 Mallory Lane,67124,4.5,1001555
1002541,Clemons,5 Weeping Birch Street,78877,4.6,1001154
1002542,Amoth,5 Montana Hill,83549,3.9,1003704
1002543,Fieldstone,579 Jenna Junction,59633,3.4,1003205
1002544,Mariners Cove,1 Express Drive,73601,2.1,1003719
1002545,Texas,54418 Golf Street,4032,4.6,1002058
1002546,Hazelcrest,66 Rieder Lane,38962,2.6,1004410
1002547,Westport,8 Messerschmidt Pass,84097,3.3,1001609
1002548,Northport,25 Scott Hill,25646,1.1,1001255
1002549,Westport,14 Clarendon Alley,64153,1.5,1004668
1002550,Golf View,43693 Fuller Pass,72199,2.8,1000508
1002551,Trailsway,06 Surrey Place,35903,2.0,1004380
1002552,Hagan,326 Merrick Plaza,83469,2.0,1004783
1002553,Eagan,4472 Schiller Point,63770,1.0,1000406
1002554,Sycamore,313 Montana Parkway,48621,3.8,1003127
1002555,Anzinger,62607 Glacier Hill Drive,43026,2.8,1001804
1002556,Ruskin,5 Algoma Parkway,2673,3.1,1002706
1002557,3rd,6132 Fair Oaks Drive,35548,3.3,1004697
1002558,Walton,38 Crowley Pass,39638,2.8,1003539
1002559,Reindahl,1 Mockingbird Pass,21562,4.2,1004073
1002560,Kensington,7 Huxley Junction,10962,3.4,1001287
1002561,Waubesa,62 Goodland Drive,11501,2.8,1003765
1002562,Dayton,33856 Farmco Crossing,37810,3.2,1001326
1002563,Lawn,14 Hovde Court,13439,3.6,1000537
1002564,Park Meadow,8812 Eagan Way,31405,1.0,1002317
1002565,Glacier Hill,3224 Brentwood Lane,40964,2.2,1000836
1002566,Kenwood,73605 Sheridan Point,99151,4.4,1003905
1002567,Coleman,3972 Hanson Junction,2764,2.4,1002968
1002568,Caliangt,121 Goodland Trail,77995,1.9,1003150
1002569,Forster,1 Straubel Park,20615,3.6,1000675
1002570,Ilene,89 Morning Park,68664,4.7,1001703
1002571,Del Mar,655 Gerald Avenue,55442,1.3,1003072
1002572,Bluestem,088 Novick Terrace,10710,2.5,1003301
1002573,2nd,8 Buhler Circle,77356,1.8,1000963
1002574,Reindahl,31503 Beilfuss Junction,57649,4.1,1004875
1002575,Esker,06529 Shasta Circle,45347,4.2,1000445
1002576,Fuller,6 Thierer Alley,96769,4.0,1003954
1002577,Leroy,75114 Transport Trail,44493,3.2,1004172
1002578,Mosinee,8 Glendale Street,12857,2.5,1002195
1002579,Commercial,0 Pepper Wood Plaza,78586,1.7,1003852
1002580,New Castle,353 Burrows Avenue,84097,2.5,1002547
1002581,Blackbird,324 Carioca Court,73436,2.3,1004559
1002582,Maryland,0 Texas Way,54862,3.9,1000151
1002583,Dapin,64 Karstens Plaza,51432,2.8,1004376
1002584,Lillian,254 Elmside Street,44403,4.4,1004496
1002585,Vidon,7146 Valley Edge Circle,75956,3.7,1001891
1002586,Village,0 Garrison Alley,64632,3.8,1004288
1002587,Lerdahl,2 Dorton Terrace,93618,2.2,1002059
1002588,Oriole,5 Sommers Place,46765,4.9,1002225
1002589,Hoffman,245 Portage Street,54481,3.4,1002853
1002590,Crownhardt,8 Golf Course Alley,8004,4.1,1001035
1002591,Bluejay,63681 Trailsway Alley,71653,2.0,1004724
1002592,School,994 Ronald Regan Circle,32759,4.8,1000947
1002593,Manley,5963 Burrows Hill,11003,3.1,1003884
1002594,Badeau,7097 Warner Crossing,24880,2.3,1000286
1002595,Erie,10963 Prairieview Crossing,76550,4.6,1002314
1002596,Farmco,873 Colorado Drive,44680,2.9,1004035
1002597,Mallard,9 Sunnyside Road,39401,2.5,1004802
1002598,Farragut,68629 Doe Crossing Circle,68920,2.6,1004431
1002599,Lakeland,8 Fulton Trail,4038,2.4,1001963
1002600,Gina,0 3rd Crossing,68770,2.6,1002625
1002601,Bellgrove,0935 Blue Bill Park Alley,74959,2.2,1001464
1002602,Gerald,31333 Farwell Crossing,24458,3.2,1001806
1002603,Hauk,2 Miller Court,8068,4.3,1003887
1002604,Hazelcrest,062 Sachs Alley,29821,2.6,1001208
1002605,Towne,096 Shelley Junction,7823,4.9,1000707
1002606,Gulseth,4 Browning Circle,11801,4.0,1000034
1002607,Everett,1724 Marquette Plaza,77861,1.5,1000049
1002608,Jenifer,0059 Miller Alley,98445,2.3,1003295
1002609,Kropf,80 Barby Avenue,2675,4.4,1002517
1002610,Veith,566 Nelson Lane,33972,3.1,1000129
1002611,Stang,2656 Eastwood Pass,37923,3.5,1003627
1002612,1st,7 Raven Hill,33543,2.4,1004173
1002613,Maywood,73934 Waubesa Center,14214,4.9,1000853
1002614,Burrows,683 Luster Avenue,15550,1.3,1003702
1002615,Oxford,47564 Crowley Pass,23666,2.9,1003879
1002616,Saint Paul,72667 Knutson Drive,3304,1.3,1000197
1002617,Red Cloud,8 Coleman Trail,11233,1.8,1000544
1002618,Meadow Ridge,0422 Fremont Circle,18441,1.4,1004514
1002619,Stoughton,2 Express Point,62885,1.8,1002975
1002620,Knutson,45 Prentice Lane,46146,4.2,1002613
1002621,Graedel,052 Lighthouse Bay Street,53578,3.7,1001126
1002622,Grim,53647 Delaware Drive,68305,3.1,1004687
1002623,Debs,12 Holy Cross Street,73722,2.3,1002640
1002624,Cordelia,54775 Dorton Drive,4474,1.2,1004856
1002625,Granby,40 Sage Avenue,49245,2.3,1001658
1002626,Brentwood,7 Shoshone Trail,96727,3.9,1002238
1002627,Warbler,161 Holy Cross Road,32114,3.9,1003385
1002628,Eliot,96 Mockingbird Parkway,78011,4.1,1004476
1002629,Bluestem,4519 Hovde Park,77043,3.2,1004073
1002630,Merchant,3616 Larry Plaza,28735,2.2,1004310
1002631,Basil,08 Messerschmidt Place,24471,2.0,1000151
1002632,Parkside,98 Namekagon Avenue,81233,2.1,1002346
1002633,Park Meadow,120 Gerald Hill,16950,1.4,1001842
1002634,Harbort,46 Loftsgordon Hill,34748,4.0,1004580
1002635,Village,6781 Cascade Park,94957,3.3,1002400
1002636,Morrow,2773 Luster Place,32073,4.1,1001138
1002637,Reinke,25853 Sutherland Road,7721,2.1,1003625
1002638,Shopko,3297 Debra Point,1030,1.3,1002715
1002639,Rigney,4 Beilfuss Point,67018,3.4,1000336
1002640,Express,22 Eastwood Crossing,67103,3.8,1002888
1002641,Chive,621 Pierstorff Park,57737,3.7,1002995
1002642,Division,53 Arizona Road,24150,1.3,1001926
1002643,Bunker Hill,369 Schiller Circle,98038,1.3,1001573
1002644,Loeprich,49 Rockefeller Street,97760,2.8,1001340
1002645,Becker,7 Thackeray Court,33525,1.8,1001526
1002646,Clarendon,449 Northwestern Hill,982,2.9,1003126
1002647,Mendota,1 Park Meadow Hill,10458,1.3,1003752
1002648,Loeprich,512 Ilene Road,48651,2.4,1000434
1002649,Laurel,425 Judy Trail,89109,2.7,1002245
1002650,Towne,0210 Schlimgen Alley,28305,2.0,1003100
1002651,Reinke,89 Jenna Way,31548,1.4,1000985
1002652,Wayridge,70316 Hooker Crossing,29492,3.7,1003172
1002653,Basil,1755 Elka Hill,95360,3.0,1004305
1002654,Huxley,5187 Longview Court,6070,3.8,1000751
1002655,Knutson,681 Toban Road,43914,1.6,1004952
1002656,Nelson,135 Arizona Hill,75432,3.8,1001306
1002657,Tennyson,71 Sundown Crossing,98257,1.3,1002172
1002658,Surrey,1884 Stone Corner Drive,63359,2.0,1004023
1002659,Oxford,7 Spenser Place,4769,4.5,1003493
1002660,New Castle,33952 Lerdahl Pass,25432,1.9,1004799
1002661,Vernon,44 Sommers Crossing,62462,2.9,1004874
1002662,Maywood,89941 Saint Paul Place,48329,2.9,1004669
1002663,Little Fleur,42700 Loftsgordon Alley,43356,2.3,1003411
1002664,School,64 Surrey Circle,57623,2.6,1001178
1002665,Arkansas,47692 Atwood Place,61485,4.7,1000936
1002666,Ridgeway,927 Fair Oaks Terrace,2124,3.4,1001488
1002667,Lakewood,570 Melby Lane,42635,1.4,1004695
1002668,Texas,1833 Jenifer Court,83431,2.3,1001450
1002669,Hagan,21797 Oneill Junction,63941,4.3,1000722
1002670,8th,20653 Namekagon Trail,79046,2.6,1004785
1002671,Bonner,33 2nd Plaza,67734,4.4,1000952
1002672,Ronald Regan,923 Marcy Street,35540,4.5,1000725
1002673,Hanson,434 Rutledge Hill,81320,3.7,1002747
1002674,Dottie,29947 Harper Lane,77465,3.1,1000217
1002675,Merchant,8116 Paget Road,15683,2.4,1004526
1002676,Holmberg,51247 Iowa Parkway,72051,4.2,1003583
1002677,Tomscot,01 Bunker Hill Hill,24266,3.5,1004375
1002678,Fuller,789 Thompson Drive,17570,2.4,1004067
1002679,Farwell,05 3rd Plaza,13626,4.0,1000202
1002680,Vidon,6048 Lakewood Crossing,71051,1.3,1002284
1002681,Northfield,70 Bayside Circle,64167,1.3,1001680
1002682,Larry,4 Mcguire Alley,54891,1.8,1003148
1002683,Hudson,221 Farragut Street,85024,2.5,1004705
1002684,La Follette,5256 Darwin Center,28448,1.8,1001134
1002685,Shoshone,787 Lotheville Parkway,76490,2.0,1002384
1002686,Mariners Cove,5469 Mallard Crossing,16801,2.0,1000128
1002687,Shasta,55 Bowman Center,47366,1.1,1004139
1002688,Steensland,77969 Memorial Plaza,923,4.3,1004104
1002689,Dorton,8822 Thompson Road,5350,2.9,1003314
1002690,Northland,3683 Riverside Park,88124,2.8,1004064
1002691,International,80 Utah Place,92211,4.6,1000232
1002692,Pawling,6 Johnson Crossing,54024,4.9,1002785
1002693,Northland,23906 Ludington Lane,45686,2.2,1004726
1002694,Clemons,11904 Ryan Way,11770,3.4,1000766
1002695,Jana,04655 Center Circle,75447,3.3,1000049
1002696,John Wall,6 East Drive,17250,1.1,1004349
1002697,Maple,03684 4th Road,79739,4.9,1001428
1002698,Blaine,4247 Pine View Place,34480,1.2,1001417
1002699,Montana,550 Thompson Lane,35062,4.2,1004969
1002700,Tony,7 Darwin Trail,7058,4.2,1004995
1002701,High Crossing,416 Prentice Park,93920,4.4,1002694
1002702,Chinook,0 Fulton Way,63472,2.7,1000542
1002703,Burning Wood,6 Mesta Point,13778,2.5,1004401
1002704,Meadow Ridge,00 Hovde Alley,89503,1.2,1002062
1002705,Mallory,81 Lyons Hill,77659,1.6,1000925
1002706,Darwin,52 Crescent Oaks Terrace,5742,3.4,1003384
1002707,Saint Paul,271 David Drive,57656,3.1,1003516
1002708,Thackeray,416 Buell Terrace,67458,3.8,1002350
1002709,Novick,16 Northwestern Circle,85634,4.9,1002887
1002710,Atwood,7547 Columbus Road,12419,2.0,1003109
1002711,Bellgrove,26936 Oneill Street,50005,4.7,1000269
1002712,Marquette,5 Annamark Hill,62868,4.7,1001785
1002713,Havey,26 Waubesa Avenue,92284,5.0,1001663
1002714,Hooker,625 Artisan Hill,52253,2.8,1004140
1002715,Park Meadow,84 Maple Wood Parkway,14816,2.4,1000135
1002716,Larry,28140 Bashford Terrace,4268,3.9,1002659
1002717,Mallard,12769 Kim Plaza,38313,2.1,1002646
1002718,Loeprich,75322 Reinke Alley,31735,1.2,1000620
1002719,Buena Vista,7 Oriole Lane,62240,2.8,1001041
1002720,Manufacturers,414 Truax Circle,75560,1.1,1004212
1002721,Algoma,8457 Pearson Terrace,22035,4.9,1003121
1002722,Service,77 Sullivan Plaza,22974,3.2,1001854
1002723,Almo,38792 Golf Parkway,1562,2.5,1002562
1002724,Grim,78 Golf Course Trail,11559,2.8,1001012
1002725,Katie,52 Bultman Alley,680,3.2,1002368
1002726,Hermina,815 Banding Crossing,76627,2.0,1002372
1002727,Roth,3022 Manley Way,75551,3.3,1002607
1002728,Anhalt,2 1st Point,13037,1.4,1001820
1002729,Cordelia,46 Cardinal Place,53818,4.6,1001626
1002730,Pine View,293 Eagle Crest Alley,20560,2.4,1001787
1002731,Butterfield,3369 Lotheville Street,45779,3.5,1000386
1002732,Daystar,217 Moland Terrace,46825,5.0,1001601
1002733,Killdeer,85 Eagan Place,44301,2.4,1000690
1002734,Sullivan,05714 Arkansas Plaza,72112,2.2,1000911
1002735,Ridgeway,29149 Debs Center,76598,4.9,1001353
1002736,Dottie,83 West Trail,27707,3.7,1004186
1002737,Talisman,8 Eggendart Center,23229,2.6,1004414
1002738,Veith,9580 Logan Plaza,73142,3.8,1004377
1002739,Eggendart,52282 Express Center,56164,2.6,1003046
1002740,Manufacturers,887 Petterle Terrace,4982,1.8,1001185
1002741,Linden,16 Thierer Parkway,98951,3.5,1001482
1002742,Corry,80650 Sutteridge Trail,1609,3.3,1004415
1002743,Hooker,9 Sachs Avenue,92040,3.2,1000857
1002744,Melvin,83 Rigney Plaza,44613,3.0,1000154
1002745,Saint Paul,50554 Erie Circle,67869,2.1,1002401
1002746,Pennsylvania,10 Victoria Plaza,29052,4.5,1000498
1002747,Reinke,848 Mifflin Park,29628,3.0,1000744
1002748,Grayhawk,18937 Prairie Rose Lane,46327,1.5,1000104
1002749,Fieldstone,2470 Corry Circle,21035,4.8,1000312
1002750,Westport,06 Northridge Road,43054,4.0,1001856
1002751,Kim,826 Mayfield Center,43620,4.8,1000616
1002752,Meadow Ridge,5652 Mitchell Pass,94065,4.3,1002456
1002753,Service,72844 Red Cloud Avenue,61732,3.0,1002456
1002754,Chinook,87 Cambridge Court,10923,2.6,1004482
1002755,Hermina,295 Mallory Way,95060,2.1,1000361
1002756,Gale,713 Northfield Circle,70356,3.5,1002735
1002757,Bayside,868 Truax Lane,91411,4.2,1004526
1002758,Anzinger,851 Roth Terrace,97913,3.7,1004679
1002759,Eagle Crest,851 Fuller Point,48912,2.5,1002335
1002760,Morningstar,34 1st Parkway,25520,3.7,1001042
1002761,Orin,99 Straubel Center,54568,3.2,1003342
1002762,East,3972 Upham Place,62622,2.2,1000210
1002763,Bluestem,48 Rigney Center,83202,4.6,1003930
1002764,Ilene,8 Mesta Court,56546,1.2,1003350
1002765,Declaration,6948 Dottie Crossing,22720,4.4,1000294
1002766,Northview,7 Buell Court,13811,2.7,1001581
1002767,Bartillon,315 Marcy Park,65280,1.1,1002400
